t,max_h,M_s
4540.0,2.8501926246997646,1248.0
4560.0,2.7295193551732506,1166.0
4580.0,2.6084150628989704,1240.0
4600.0,2.4868988716485525,1166.0
4620.0,2.364989970237246,1224.0
4640.0,2.2427076094938143,1178.0
4660.0,2.120071099220548,1200.0
4680.0,1.9970998051440705,1188.0
4700.0,1.8738131458572502,1136.0
4720.0,1.7502305897527588,1138.0
4740.0,1.6263716519488378,1102.0
4760.0,1.5022558912075712,1052.0
4780.0,1.3779029068463802,1116.0
4800.0,1.2533323356430452,1034.0
4820.0,1.1285638487348186,1072.0
4840.0,1.00361714851215,1124.0
4860.0,0.8785119655074359,1190.0
4880.0,0.7532680552793259,1188.0
4900.0,0.6279051952931358,1260.0
4920.0,0.5024431817976966,1290.0
4940.0,0.37690182669934535,1316.0
4960.0,0.25130095443337813,1280.0
4980.0,0.12566039883352836,1248.0
5000.0,1.2246467991473533e-15,1260.0
5020.0,-0.12566039883352592,1222.0
5040.0,-0.2513009544333757,1300.0
5060.0,-0.3769018266993429,1234.0
5080.0,-0.5024431817976942,1290.0
5100.0,-0.6279051952931335,1254.0
5120.0,-0.7532680552793279,1290.0
5140.0,-0.878511965507429,1318.0
5160.0,-1.0036171485121472,1342.0
5180.0,-1.1285638487348164,1274.0
5200.0,-1.2533323356430384,1314.0
5220.0,-1.3779029068463777,1268.0
5240.0,-1.5022558912075687,1176.0
5260.0,-1.6263716519488307,1174.0
5280.0,-1.7502305897527566,1090.0
5300.0,-1.8738131458572478,1060.0
5320.0,-1.9970998051440683,1126.0
5340.0,-2.1200710992205454,1044.0
5360.0,-2.2427076094938077,1106.0
5380.0,-2.364989970237244,1176.0
5400.0,-2.4868988716485503,1230.0
5420.0,-2.608415062898968,1254.0
5440.0,-2.7295193551732524,1194.0
5460.0,-2.8501926246997575,1160.0
5480.0,-2.970415815770347,1156.0
5500.0,-3.090169943749469,1200.0
5520.0,-3.2094360980720946,1128.0
5540.0,-3.328195445229867,1164.0
5560.0,-3.446429231745168,1182.0
5580.0,-3.564118787132506,1230.0
5600.0,-3.6812455268467748,1202.0
5620.0,-3.797790955218012,1208.0
5640.0,-3.913736668372026,1162.0
5660.0,-4.029064357136625,1234.0
5680.0,-4.143755809932841,1230.0
5700.0,-4.257792915650723,1182.0
5720.0,-4.371157666509331,1210.0
5740.0,-4.483832160900325,1146.0
5760.0,-4.595798606214878,1146.0
5780.0,-4.707039321653326,1184.0
5800.0,-4.81753674101715,1082.0
5820.0,-4.92727341548291,1120.0
5840.0,-5.036232016357611,1074.0
5860.0,-5.144395337815064,992.0
5880.0,-5.251746299612954,950.0
5900.0,-5.358267949789965,906.0
5920.0,-5.463943467342686,926.0
5940.0,-5.568756164881879,962.0
5960.0,-5.672689491267565,902.0
5980.0,-5.775727034222674,956.0
6000.0,-5.87785252292473,960.0
6020.0,-5.979049830575185,896.0
6040.0,-6.0793029769460505,856.0
6060.0,-6.178596130903344,924.0
6080.0,-6.276913612907004,906.0
6100.0,-6.374239897486897,816.0
6120.0,-6.47055961569444,854.0
6140.0,-6.5658575575295615,780.0
6160.0,-6.660118674342518,822.0
6180.0,-6.753328081210244,888.0
6200.0,-6.845471059286887,848.0
6220.0,-6.936533058128047,852.0
6240.0,-7.026499697988491,810.0
6260.0,-7.11535677209285,780.0
6280.0,-7.20309024887907,758.0
6300.0,-7.289686274214116,830.0
6320.0,-7.375131173581737,790.0
6340.0,-7.459411454241821,784.0
6360.0,-7.542513807361035,904.0
6380.0,-7.624425110114479,852.0
6400.0,-7.705132427757894,780.0
6420.0,-7.784623015670236,820.0
6440.0,-7.862884321366186,744.0
6460.0,-7.939903986478351,766.0
6480.0,-8.015669848708765,744.0
6500.0,-8.090169943749473,744.0
6520.0,-8.163392507171839,724.0
6540.0,-8.235325976284274,798.0
6560.0,-8.305958991958121,732.0
6580.0,-8.375280400421413,772.0
6600.0,-8.443279255020153,806.0
6620.0,-8.509944817946916,784.0
6640.0,-8.575266561936521,794.0
6660.0,-8.63923417192835,760.0
6680.0,-8.701837546695256,786.0
6700.0,-8.763066800438637,772.0
6720.0,-8.822912264349533,846.0
6740.0,-8.881364488135446,780.0
6760.0,-8.938414241512636,732.0
6780.0,-8.994052515663709,724.0
6800.0,-9.048270524660193,752.0
6820.0,-9.101059706849956,782.0
6840.0,-9.152411726209175,714.0
6860.0,-9.202318473658703,752.0
6880.0,-9.250772068344581,668.0
6900.0,-9.29776485888251,764.0
6920.0,-9.343289424566121,718.0
6940.0,-9.387338576538742,732.0
6960.0,-9.429905358928643,716.0
6980.0,-9.470983049947442,712.0
7000.0,-9.510565162951535,694.0
7020.0,-9.548645447466429,678.0
7040.0,-9.585217890173759,688.0
7060.0,-9.620276715860859,670.0
7080.0,-9.65381638833274,718.0
7100.0,-9.685831611286309,706.0
7120.0,-9.716317329146738,690.0
7140.0,-9.745268727865772,670.0
7160.0,-9.772681235681933,652.0
7180.0,-9.798550523842469,658.0
7200.0,-9.822872507286887,694.0
7220.0,-9.845643345292052,684.0
7240.0,-9.86685944207868,662.0
7260.0,-9.886517447379141,588.0
7280.0,-9.904614256966513,610.0
7300.0,-9.921147013144777,608.0
7320.0,-9.936113105200084,588.0
7340.0,-9.949510169813001,646.0
7360.0,-9.961336091431725,612.0
7380.0,-9.97158900260614,638.0
7400.0,-9.980267284282716,630.0
7420.0,-9.987369566060174,602.0
7440.0,-9.992894726405892,640.0
7460.0,-9.996841892833,678.0
7480.0,-9.99921044203816,704.0
7500.0,-10.0,718.0
7520.0,-9.99921044203816,740.0
7540.0,-9.996841892833,712.0
7560.0,-9.992894726405893,674.0
7580.0,-9.987369566060174,680.0
7600.0,-9.980267284282716,648.0
7620.0,-9.97158900260614,676.0
7640.0,-9.961336091431725,656.0
7660.0,-9.949510169813001,674.0
7680.0,-9.936113105200084,674.0
7700.0,-9.921147013144779,676.0
7720.0,-9.904614256966513,716.0
7740.0,-9.88651744737914,684.0
7760.0,-9.866859442078681,688.0
7780.0,-9.845643345292054,674.0
7800.0,-9.822872507286887,678.0
7820.0,-9.79855052384247,656.0
7840.0,-9.772681235681935,710.0
7860.0,-9.74526872786577,702.0
7880.0,-9.71631732914674,640.0
7900.0,-9.68583161128631,654.0
7920.0,-9.653816388332737,610.0
7940.0,-9.62027671586086,624.0
7960.0,-9.585217890173759,674.0
7980.0,-9.54864544746643,662.0
8000.0,-9.510565162951536,628.0
8020.0,-9.470983049947444,690.0
8040.0,-9.429905358928645,728.0
8060.0,-9.38733857653874,668.0
8080.0,-9.343289424566123,682.0
8100.0,-9.297764858882516,736.0
8120.0,-9.25077206834458,692.0
8140.0,-9.202318473658705,686.0
8160.0,-9.152411726209177,726.0
8180.0,-9.101059706849957,688.0
8200.0,-9.048270524660197,650.0
8220.0,-8.994052515663714,670.0
8240.0,-8.938414241512637,666.0
8260.0,-8.881364488135443,750.0
8280.0,-8.822912264349535,692.0
8300.0,-8.763066800438638,630.0
8320.0,-8.701837546695257,668.0
8340.0,-8.639234171928354,678.0
8360.0,-8.575266561936523,754.0
8380.0,-8.509944817946918,736.0
8400.0,-8.44327925502015,762.0
8420.0,-8.37528040042142,676.0
8440.0,-8.305958991958128,784.0
8460.0,-8.23532597628427,728.0
8480.0,-8.163392507171842,780.0
8500.0,-8.090169943749476,780.0
8520.0,-8.015669848708766,776.0
8540.0,-7.939903986478358,826.0
8560.0,-7.862884321366188,848.0
8580.0,-7.784623015670232,764.0
8600.0,-7.705132427757896,772.0
8620.0,-7.624425110114482,792.0
8640.0,-7.54251380736104,822.0
8660.0,-7.459411454241823,822.0
8680.0,-7.375131173581741,836.0
8700.0,-7.289686274214116,838.0
8720.0,-7.203090248879068,816.0
8740.0,-7.115356772092857,792.0
8760.0,-7.026499697988497,868.0
8780.0,-6.936533058128047,786.0
8800.0,-6.84547105928689,882.0
8820.0,-6.753328081210245,862.0
8840.0,-6.660118674342518,856.0
8860.0,-6.565857557529565,802.0
8880.0,-6.470559615694444,794.0
8900.0,-6.374239897486897,922.0
8920.0,-6.276913612907002,958.0
8940.0,-6.1785961309033475,874.0
8960.0,-6.079302976946057,896.0
8980.0,-5.979049830575192,896.0
9000.0,-5.877852522924734,916.0
9020.0,-5.775727034222678,990.0
9040.0,-5.672689491267565,916.0
9060.0,-5.568756164881879,880.0
9080.0,-5.4639434673426965,944.0
9100.0,-5.358267949789964,994.0
9120.0,-5.251746299612954,1046.0
9140.0,-5.144395337815068,1132.0
9160.0,-5.03623201635761,1146.0
9180.0,-4.927273415482917,1092.0
9200.0,-4.817536741017161,1094.0
9220.0,-4.707039321653325,1112.0
9240.0,-4.595798606214877,1042.0
9260.0,-4.483832160900328,1084.0
9280.0,-4.371157666509334,1068.0
9300.0,-4.25779291565073,1140.0
9320.0,-4.143755809932844,1044.0
9340.0,-4.029064357136629,1090.0
9360.0,-3.913736668372025,1006.0
9380.0,-3.7977909552180114,1178.0
9400.0,-3.681245526846787,1212.0
9420.0,-3.564118787132513,1246.0
9440.0,-3.4464292317451672,1302.0
9460.0,-3.3281954452298708,1238.0
9480.0,-3.209436098072098,1300.0
9500.0,-3.0901699437494767,1250.0
9520.0,-2.9704158157703504,1342.0
9540.0,-2.8501926246997615,1278.0
9560.0,-2.7295193551732515,1234.0
9580.0,-2.6084150628989677,1288.0
9600.0,-2.4868988716485534,1228.0
9620.0,-2.3649899702372514,1268.0
9640.0,-2.2427076094938156,1310.0
9660.0,-2.120071099220549,1350.0
9680.0,-1.9970998051440718,1248.0
9700.0,-1.873813145857247,1194.0
9720.0,-1.7502305897527686,1160.0
9740.0,-1.6263716519488434,1182.0
9760.0,-1.5022558912075679,1126.0
9780.0,-1.3779029068463768,1142.0
9800.0,-1.2533323356430466,1100.0
9820.0,-1.12856384873482,1116.0
9840.0,-1.0036171485121508,1080.0
9860.0,-0.8785119655074327,1138.0
9880.0,-0.7532680552793272,1128.0
9900.0,-0.6279051952931326,1084.0
9920.0,-0.5024431817977022,1100.0
9940.0,-0.376901826699351,1160.0
9960.0,-0.25130095443337935,1292.0
9980.0,-0.12566039883352959,1302.0
10000.0,-2.4492935982947065e-15,1294.0
10020.0,0.1256603988335247,1306.0
10040.0,0.25130095443337447,1286.0
10060.0,0.37690182669933725,1282.0
10080.0,0.5024431817976973,1348.0
10100.0,0.6279051952931367,1318.0
10120.0,0.7532680552793223,1232.0
10140.0,0.8785119655074279,1234.0
10160.0,1.0036171485121461,1348.0
10180.0,1.128563848734815,1344.0
10200.0,1.2533323356430417,1396.0
10220.0,1.377902906846381,1454.0
10240.0,1.502255891207572,1448.0
10260.0,1.6263716519488298,1414.0
10280.0,1.750230589752755,1340.0
10300.0,1.8738131458572507,1310.0
10320.0,1.997099805144067,1326.0
10340.0,2.1200710992205445,1322.0
10360.0,2.2427076094938108,1238.0
10380.0,2.364989970237238,1258.0
10400.0,2.48689887164854,1304.0
10420.0,2.6084150628989713,1378.0
10440.0,2.7295193551732466,1334.0
10460.0,2.8501926246997566,1286.0
10480.0,2.970415815770346,1294.0
10500.0,3.090169943749472,1206.0
10520.0,3.209436098072085,1126.0
10540.0,3.328195445229858,1126.0
10560.0,3.446429231745163,1128.0
10580.0,3.5641187871325086,1150.0
10600.0,3.681245526846782,1160.0
10620.0,3.7977909552180145,1136.0
10640.0,3.9137366683720205,1180.0
10660.0,4.029064357136624,1130.0
10680.0,4.1437558099328395,1082.0
10700.0,4.257792915650725,1122.0
10720.0,4.371157666509321,1106.0
10740.0,4.483832160900316,1030.0
10760.0,4.595798606214872,1130.0
10780.0,4.707039321653321,1140.0
10800.0,4.817536741017157,1060.0
10820.0,4.9272734154829205,1064.0
10840.0,5.036232016357607,970.0
10860.0,5.144395337815063,832.0
10880.0,5.251746299612957,934.0
10900.0,5.358267949789966,1030.0
10920.0,5.463943467342684,932.0
10940.0,5.568756164881875,1034.0
10960.0,5.672689491267561,1040.0
10980.0,5.775727034222665,972.0
11000.0,5.877852522924723,962.0
11020.0,5.979049830575195,1004.0
11040.0,6.079302976946054,992.0
11060.0,6.178596130903344,918.0
11080.0,6.276913612907006,910.0
11100.0,6.374239897486892,896.0
11120.0,6.470559615694439,856.0
11140.0,6.565857557529561,868.0
11160.0,6.660118674342515,836.0
11180.0,6.753328081210236,770.0
11200.0,6.845471059286879,816.0
11220.0,6.936533058128043,824.0
11240.0,7.026499697988493,810.0
11260.0,7.115356772092856,834.0
11280.0,7.203090248879072,862.0
11300.0,7.289686274214112,868.0
11320.0,7.375131173581737,834.0
11340.0,7.45941145424182,828.0
11360.0,7.542513807361038,856.0
11380.0,7.624425110114473,790.0
11400.0,7.705132427757887,714.0
11420.0,7.78462301567023,780.0
11440.0,7.86288432136619,786.0
11460.0,7.939903986478356,782.0
11480.0,8.015669848708768,776.0
11500.0,8.090169943749473,750.0
11520.0,8.163392507171839,676.0
11540.0,8.235325976284273,718.0
11560.0,8.305958991958127,702.0
11580.0,8.375280400421413,728.0
11600.0,8.443279255020148,752.0
11620.0,8.509944817946916,742.0
11640.0,8.575266561936516,720.0
11660.0,8.639234171928356,696.0
11680.0,8.70183754669526,732.0
11700.0,8.763066800438637,682.0
11720.0,8.822912264349533,694.0
11740.0,8.881364488135446,648.0
11760.0,8.938414241512634,670.0
11780.0,8.994052515663707,632.0
11800.0,9.048270524660193,710.0
11820.0,9.101059706849956,764.0
11840.0,9.15241172620917,722.0
11860.0,9.2023184736587,676.0
11880.0,9.250772068344581,744.0
11900.0,9.297764858882514,678.0
11920.0,9.343289424566121,662.0
11940.0,9.387338576538742,666.0
11960.0,9.429905358928643,688.0
11980.0,9.470983049947442,736.0
12000.0,9.510565162951535,672.0
12020.0,9.548645447466429,670.0
12040.0,9.585217890173755,670.0
12060.0,9.620276715860856,670.0
12080.0,9.653816388332736,730.0
12100.0,9.685831611286313,672.0
12120.0,9.71631732914674,674.0
12140.0,9.745268727865772,732.0
12160.0,9.772681235681933,676.0
12180.0,9.798550523842469,672.0
12200.0,9.822872507286887,660.0
12220.0,9.845643345292054,692.0
12240.0,9.86685944207868,688.0
12260.0,9.88651744737914,634.0
12280.0,9.904614256966513,704.0
12300.0,9.921147013144777,676.0
12320.0,9.936113105200086,686.0
12340.0,9.949510169813001,700.0
12360.0,9.961336091431725,644.0
12380.0,9.97158900260614,654.0
12400.0,9.980267284282716,662.0
12420.0,9.987369566060174,682.0
12440.0,9.992894726405892,652.0
12460.0,9.996841892833,708.0
12480.0,9.99921044203816,698.0
12500.0,10.0,658.0
12520.0,9.99921044203816,578.0
12540.0,9.996841892833,626.0
12560.0,9.992894726405892,654.0
12580.0,9.987369566060174,652.0
12600.0,9.980267284282716,664.0
12620.0,9.97158900260614,660.0
12640.0,9.961336091431725,682.0
12660.0,9.949510169813001,686.0
12680.0,9.936113105200084,694.0
12700.0,9.921147013144779,684.0
12720.0,9.904614256966513,650.0
12740.0,9.886517447379141,676.0
12760.0,9.866859442078681,690.0
12780.0,9.845643345292054,654.0
12800.0,9.822872507286887,658.0
12820.0,9.79855052384247,632.0
12840.0,9.772681235681933,682.0
12860.0,9.745268727865772,650.0
12880.0,9.716317329146742,640.0
12900.0,9.68583161128631,698.0
12920.0,9.653816388332741,756.0
12940.0,9.620276715860863,674.0
12960.0,9.58521789017376,730.0
12980.0,9.548645447466429,682.0
13000.0,9.510565162951536,710.0
13020.0,9.47098304994744,672.0
13040.0,9.429905358928645,664.0
13060.0,9.387338576538744,700.0
13080.0,9.34328942456612,704.0
13100.0,9.297764858882516,654.0
13120.0,9.250772068344586,682.0
13140.0,9.202318473658705,722.0
13160.0,9.15241172620918,698.0
13180.0,9.101059706849957,696.0
13200.0,9.048270524660193,648.0
13220.0,8.99405251566371,646.0
13240.0,8.93841424151264,688.0
13260.0,8.881364488135445,668.0
13280.0,8.822912264349537,650.0
13300.0,8.763066800438633,670.0
13320.0,8.701837546695257,706.0
13340.0,8.63923417192836,736.0
13360.0,8.575266561936523,800.0
13380.0,8.509944817946923,776.0
13400.0,8.443279255020151,744.0
13420.0,8.375280400421412,776.0
13440.0,8.305958991958125,852.0
13460.0,8.235325976284276,770.0
13480.0,8.163392507171837,776.0
13500.0,8.090169943749476,768.0
13520.0,8.015669848708772,770.0
13540.0,7.939903986478354,742.0
13560.0,7.862884321366195,778.0
13580.0,7.7846230156702445,748.0
13600.0,7.705132427757897,754.0
13620.0,7.624425110114476,750.0
13640.0,7.542513807361041,824.0
13660.0,7.459411454241818,712.0
13680.0,7.375131173581741,702.0
13700.0,7.289686274214122,742.0
13720.0,7.20309024887907,798.0
13740.0,7.115356772092859,798.0
13760.0,7.026499697988491,738.0
13780.0,6.936533058128054,852.0
13800.0,6.845471059286897,814.0
13820.0,6.753328081210247,858.0
13840.0,6.660118674342512,846.0
13860.0,6.565857557529567,810.0
13880.0,6.4705596156944365,858.0
13900.0,6.3742398974868975,860.0
13920.0,6.276913612907011,868.0
13940.0,6.178596130903342,904.0
13960.0,6.0793029769460585,894.0
13980.0,5.9790498305752,912.0
14000.0,5.877852522924734,918.0
14020.0,5.775727034222685,964.0
14040.0,5.672689491267566,922.0
14060.0,5.568756164881873,1010.0
14080.0,5.46394346734269,988.0
14100.0,5.358267949789973,966.0
14120.0,5.251746299612955,962.0
14140.0,5.144395337815069,994.0
14160.0,5.036232016357603,1078.0
14180.0,4.927273415482918,1070.0
14200.0,4.817536741017162,1096.0
14220.0,4.707039321653326,1016.0
14240.0,4.595798606214886,1052.0
14260.0,4.483832160900337,1050.0
14280.0,4.371157666509319,1096.0
14300.0,4.2577929156507235,1094.0
14320.0,4.143755809932845,1050.0
14340.0,4.029064357136622,1158.0
14360.0,3.913736668372026,1212.0
14380.0,3.7977909552180202,1120.0
14400.0,3.6812455268467796,1166.0
14420.0,3.5641187871325144,1232.0
14440.0,3.446429231745185,1186.0
14460.0,3.3281954452298717,1202.0
14480.0,3.2094360980721075,1106.0
14500.0,3.090169943749478,1178.0
14520.0,2.970415815770343,1192.0
14540.0,2.850192624699763,1232.0
14560.0,2.7295193551732613,1230.0
14580.0,2.6084150628989686,1180.0
14600.0,2.4868988716485547,1234.0
14620.0,2.364989970237244,1334.0
14640.0,2.2427076094938165,1336.0
14660.0,2.120071099220559,1292.0
14680.0,1.9970998051440731,1326.0
14700.0,1.873813145857257,1226.0
14720.0,1.7502305897527612,1210.0
14740.0,1.626371651948827,1194.0
14760.0,1.5022558912075692,1190.0
14780.0,1.377902906846387,1198.0
14800.0,1.253332335643039,1274.0
14820.0,1.1285638487348213,1294.0
14840.0,1.003617148512161,1262.0
14860.0,0.878511965507434,1188.0
14880.0,0.7532680552793372,1278.0
14900.0,0.6279051952931516,1350.0
14920.0,0.5024431817977035,1372.0
14940.0,0.37690182669934336,1400.0
14960.0,0.2513009544333806,1402.0
14980.0,0.12566039883352192,1462.0
15000.0,3.673940397442059e-15,1492.0
15020.0,-0.1256603988335146,1578.0
15040.0,-0.25130095443337325,1526.0
15060.0,-0.37690182669933603,1580.0
15080.0,-0.5024431817976961,1548.0
15100.0,-0.6279051952931265,1526.0
15120.0,-0.7532680552793123,1612.0
15140.0,-0.8785119655074267,1634.0
15160.0,-1.0036171485121537,1698.0
15180.0,-1.128563848734814,1662.0
15200.0,-1.2533323356430492,1604.0
15220.0,-1.3779029068463797,1542.0
15240.0,-1.502255891207562,1528.0
15260.0,-1.6263716519488371,1490.0
15280.0,-1.750230589752754,1398.0
15300.0,-1.8738131458572322,1384.0
15320.0,-1.9970998051440658,1404.0
15340.0,-2.1200710992205343,1400.0
15360.0,-2.2427076094938094,1376.0
15380.0,-2.364989970237254,1504.0
15400.0,-2.4868988716485476,1456.0
15420.0,-2.6084150628989615,1456.0
15440.0,-2.729519355173254,1360.0
15460.0,-2.8501926246997558,1348.0
15480.0,-2.970415815770353,1370.0
15500.0,-3.0901699437494705,1340.0
15520.0,-3.209436098072084,1320.0
15540.0,-3.328195445229865,1224.0
15560.0,-3.446429231745162,1268.0
15580.0,-3.5641187871325073,1178.0
15600.0,-3.681245526846789,1170.0
15620.0,-3.797790955218013,1138.0
15640.0,-3.913736668372019,1108.0
15660.0,-4.0290643571366305,1216.0
15680.0,-4.143755809932839,1166.0
15700.0,-4.257792915650716,1108.0
15720.0,-4.371157666509328,1106.0
15740.0,-4.483832160900315,1106.0
15760.0,-4.5957986062148635,1018.0
15780.0,-4.70703932165332,1028.0
15800.0,-4.817536741017156,1066.0
15820.0,-4.927273415482912,958.0
15840.0,-5.036232016357612,1090.0
15860.0,-5.144395337815062,1080.0
15880.0,-5.2517462996129485,934.0
15900.0,-5.3582679497899655,1002.0
15920.0,-5.463943467342683,998.0
15940.0,-5.568756164881882,910.0
15960.0,-5.67268949126756,844.0
15980.0,-5.775727034222664,954.0
16000.0,-5.877852522924728,940.0
16020.0,-5.979049830575194,986.0
16040.0,-6.079302976946053,1038.0
16060.0,-6.17859613090335,988.0
16080.0,-6.276913612907005,938.0
16100.0,-6.374239897486892,922.0
16120.0,-6.4705596156944445,898.0
16140.0,-6.565857557529561,848.0
16160.0,-6.660118674342507,828.0
16180.0,-6.753328081210242,804.0
16200.0,-6.845471059286878,892.0
16220.0,-6.9365330581280364,846.0
16240.0,-7.026499697988498,804.0
16260.0,-7.115356772092855,804.0
16280.0,-7.2030902488790645,742.0
16300.0,-7.289686274214118,824.0
16320.0,-7.375131173581736,754.0
16340.0,-7.459411454241813,752.0
16360.0,-7.542513807361036,842.0
16380.0,-7.624425110114473,818.0
16400.0,-7.705132427757891,852.0
16420.0,-7.784623015670229,852.0
16440.0,-7.862884321366179,798.0
16460.0,-7.939903986478349,794.0
16480.0,-8.015669848708768,774.0
16500.0,-8.090169943749473,698.0
16520.0,-8.163392507171842,740.0
16540.0,-8.235325976284273,738.0
16560.0,-8.305958991958121,712.0
