t,max_h,M_s
15980.0,-5.775727034222664,-364.0
16000.0,-5.877852522924728,-396.0
16020.0,-5.979049830575194,-408.0
16040.0,-6.079302976946053,-364.0
16060.0,-6.17859613090335,-384.0
16080.0,-6.276913612907005,-392.0
16100.0,-6.374239897486892,-436.0
16120.0,-6.4705596156944445,-442.0
16140.0,-6.565857557529561,-436.0
16160.0,-6.660118674342507,-472.0
16180.0,-6.753328081210242,-460.0
16200.0,-6.845471059286878,-472.0
16220.0,-6.9365330581280364,-528.0
16240.0,-7.026499697988498,-508.0
16260.0,-7.115356772092855,-524.0
16280.0,-7.2030902488790645,-532.0
16300.0,-7.289686274214118,-546.0
16320.0,-7.375131173581736,-600.0
16340.0,-7.459411454241813,-612.0
16360.0,-7.542513807361036,-672.0
16380.0,-7.624425110114473,-700.0
16400.0,-7.705132427757891,-642.0
16420.0,-7.784623015670229,-704.0
16440.0,-7.862884321366179,-648.0
16460.0,-7.939903986478349,-740.0
16480.0,-8.015669848708768,-800.0
16500.0,-8.090169943749473,-774.0
16520.0,-8.163392507171842,-868.0
16540.0,-8.235325976284273,-896.0
16560.0,-8.305958991958121,-902.0
16580.0,-8.375280400421417,-886.0
16600.0,-8.443279255020146,-914.0
16620.0,-8.509944817946911,-978.0
16640.0,-8.57526656193652,-914.0
16660.0,-8.639234171928345,-870.0
16680.0,-8.701837546695256,-870.0
16700.0,-8.76306680043864,-860.0
16720.0,-8.822912264349531,-876.0
16740.0,-8.881364488135441,-910.0
16760.0,-8.938414241512637,-976.0
16780.0,-8.994052515663707,-968.0
16800.0,-9.048270524660197,-976.0
16820.0,-9.101059706849954,-996.0
16840.0,-9.15241172620917,-1008.0
16860.0,-9.202318473658703,-1024.0
16880.0,-9.250772068344576,-992.0
16900.0,-9.297764858882513,-1042.0
16920.0,-9.343289424566123,-1032.0
16940.0,-9.387338576538742,-1032.0
16960.0,-9.429905358928643,-1050.0
16980.0,-9.470983049947444,-1028.0
17000.0,-9.510565162951535,-1080.0
17020.0,-9.548645447466427,-952.0
17040.0,-9.585217890173759,-954.0
17060.0,-9.620276715860856,-944.0
17080.0,-9.653816388332734,-856.0
17100.0,-9.685831611286309,-774.0
17120.0,-9.71631732914674,-790.0
17140.0,-9.74526872786577,-702.0
17160.0,-9.772681235681937,-750.0
17180.0,-9.798550523842467,-700.0
17200.0,-9.822872507286885,-678.0
17220.0,-9.845643345292054,-702.0
17240.0,-9.86685944207868,-636.0
17260.0,-9.886517447379141,-678.0
17280.0,-9.90461425696651,-670.0
17300.0,-9.921147013144777,-620.0
17320.0,-9.936113105200084,-530.0
17340.0,-9.949510169813001,-386.0
17360.0,-9.961336091431724,-342.0
17380.0,-9.97158900260614,-270.0
17400.0,-9.980267284282716,-358.0
17420.0,-9.987369566060174,-330.0
17440.0,-9.992894726405892,-274.0
17460.0,-9.996841892833,-330.0
17480.0,-9.99921044203816,-352.0
17500.0,-10.0,-264.0
17520.0,-9.99921044203816,-258.0
17540.0,-9.996841892833,-180.0
17560.0,-9.992894726405892,-100.0
17580.0,-9.987369566060174,-150.0
17600.0,-9.980267284282716,-118.0
17620.0,-9.97158900260614,-126.0
17640.0,-9.961336091431725,-30.0
17660.0,-9.949510169813003,-84.0
17680.0,-9.936113105200084,-40.0
17700.0,-9.921147013144779,0.0
17720.0,-9.904614256966513,86.0
17740.0,-9.886517447379141,68.0
17760.0,-9.866859442078681,132.0
17780.0,-9.845643345292055,96.0
17800.0,-9.822872507286887,102.0
17820.0,-9.79855052384247,96.0
17840.0,-9.772681235681933,120.0
17860.0,-9.745268727865772,160.0
17880.0,-9.716317329146742,124.0
17900.0,-9.685831611286313,82.0
17920.0,-9.653816388332741,114.0
17940.0,-9.620276715860864,46.0
17960.0,-9.58521789017376,34.0
17980.0,-9.548645447466429,150.0
18000.0,-9.510565162951538,58.0
18020.0,-9.470983049947442,206.0
18040.0,-9.429905358928645,218.0
18060.0,-9.387338576538744,272.0
18080.0,-9.34328942456612,204.0
18100.0,-9.297764858882516,252.0
18120.0,-9.25077206834458,232.0
18140.0,-9.202318473658707,172.0
18160.0,-9.15241172620918,228.0
18180.0,-9.10105970684996,188.0
18200.0,-9.048270524660193,162.0
18220.0,-8.99405251566371,148.0
18240.0,-8.938414241512634,132.0
18260.0,-8.881364488135445,132.0
18280.0,-8.822912264349537,208.0
18300.0,-8.763066800438635,248.0
18320.0,-8.701837546695259,166.0
18340.0,-8.63923417192836,160.0
18360.0,-8.575266561936525,196.0
18380.0,-8.509944817946923,302.0
18400.0,-8.44327925502016,258.0
18420.0,-8.375280400421412,216.0
18440.0,-8.305958991958125,272.0
18460.0,-8.235325976284278,200.0
18480.0,-8.163392507171837,156.0
18500.0,-8.090169943749476,208.0
18520.0,-8.015669848708773,178.0
18540.0,-7.939903986478355,88.0
18560.0,-7.862884321366195,74.0
18580.0,-7.784623015670235,54.0
18600.0,-7.705132427757898,-20.0
18620.0,-7.624425110114489,-8.0
18640.0,-7.542513807361042,-18.0
18660.0,-7.459411454241819,-42.0
18680.0,-7.3751311735817415,-66.0
18700.0,-7.289686274214111,-144.0
18720.0,-7.203090248879071,-126.0
18740.0,-7.11535677209286,-178.0
18760.0,-7.026499697988492,-190.0
18780.0,-6.936533058128055,-384.0
18800.0,-6.845471059286897,-422.0
18820.0,-6.753328081210248,-416.0
18840.0,-6.660118674342526,-472.0
18860.0,-6.565857557529567,-590.0
18880.0,-6.470559615694437,-658.0
18900.0,-6.3742398974868975,-672.0
18920.0,-6.276913612907011,-660.0
18940.0,-6.178596130903342,-730.0
18960.0,-6.079302976946059,-660.0
18980.0,-5.9790498305752005,-662.0
19000.0,-5.8778525229247345,-638.0
19020.0,-5.775727034222687,-660.0
19040.0,-5.672689491267567,-640.0
19060.0,-5.568756164881888,-662.0
19080.0,-5.463943467342691,-654.0
19100.0,-5.3582679497899734,-716.0
19120.0,-5.251746299612956,-716.0
19140.0,-5.1443953378150695,-718.0
19160.0,-5.036232016357605,-702.0
19180.0,-4.927273415482919,-728.0
19200.0,-4.817536741017163,-796.0
19220.0,-4.707039321653327,-740.0
19240.0,-4.595798606214887,-770.0
19260.0,-4.483832160900338,-824.0
19280.0,-4.371157666509336,-852.0
19300.0,-4.257792915650724,-900.0
19320.0,-4.143755809932847,-1040.0
19340.0,-4.0290643571366225,-946.0
19360.0,-3.913736668372027,-1012.0
19380.0,-3.797790955218021,-1080.0
19400.0,-3.681245526846781,-1100.0
19420.0,-3.5641187871325153,-1190.0
19440.0,-3.446429231745186,-1176.0
19460.0,-3.328195445229873,-1264.0
19480.0,-3.209436098072109,-1270.0
19500.0,-3.090169943749479,-1378.0
19520.0,-2.970415815770344,-1392.0
19540.0,-2.8501926246997638,-1420.0
19560.0,-2.7295193551732453,-1464.0
19580.0,-2.60841506289897,-1530.0
19600.0,-2.486898871648556,-1574.0
19620.0,-2.364989970237245,-1682.0
19640.0,-2.242707609493818,-1762.0
19660.0,-2.12007109922056,-1844.0
19680.0,-1.997099805144074,-1924.0
19700.0,-1.873813145857258,-1984.0
19720.0,-1.7502305897527624,-2024.0
19740.0,-1.626371651948828,-2082.0
19760.0,-1.5022558912075703,-2172.0
19780.0,-1.3779029068463884,-2218.0
19800.0,-1.2533323356430401,-2298.0
19820.0,-1.1285638487348224,-2416.0
19840.0,-1.0036171485121623,-2492.0
19860.0,-0.8785119655074352,-2496.0
19880.0,-0.7532680552793385,-2492.0
19900.0,-0.6279051952931352,-2500.0
19920.0,-0.5024431817977048,-2500.0
19940.0,-0.3769018266993446,-2500.0
19960.0,-0.2513009544333818,-2498.0
19980.0,-0.12566039883352315,-2498.0
20000.0,-4.898587196589413e-15,-2498.0
20020.0,0.1256603988335311,-2500.0
20040.0,0.251300954433372,-2496.0
20060.0,0.3769018266993348,-2498.0
20080.0,0.502443181797695,-2494.0
20100.0,0.6279051952931253,-2498.0
20120.0,0.753268055279311,-2500.0
20140.0,0.8785119655074254,-2500.0
20160.0,1.0036171485121523,-2500.0
20180.0,1.1285638487348126,-2496.0
20200.0,1.2533323356430481,-2498.0
20220.0,1.3779029068463786,-2494.0
20240.0,1.5022558912075605,-2490.0
20260.0,1.626371651948836,-2494.0
20280.0,1.7502305897527528,-2490.0
20300.0,1.873813145857231,-2494.0
20320.0,1.9970998051440647,-2482.0
20340.0,2.1200710992205334,-2492.0
20360.0,2.2427076094938085,-2480.0
20380.0,2.364989970237253,-2484.0
20400.0,2.4868988716485467,-2482.0
20420.0,2.6084150628989606,-2484.0
20440.0,2.729519355173253,-2472.0
20460.0,2.8501926246997544,-2470.0
20480.0,2.9704158157703517,-2488.0
20500.0,3.0901699437494696,-2448.0
20520.0,3.2094360980720826,-2460.0
20540.0,3.3281954452298637,-2454.0
20560.0,3.4464292317451606,-2430.0
20580.0,3.5641187871324895,-2404.0
20600.0,3.681245526846788,-2402.0
20620.0,3.7977909552180122,-2374.0
20640.0,3.9137366683720183,-2366.0
20660.0,4.02906435713663,-2320.0
20680.0,4.143755809932838,-2336.0
20700.0,4.2577929156507155,-2318.0
20720.0,4.371157666509327,-2278.0
20740.0,4.483832160900313,-2258.0
20760.0,4.595798606214863,-2218.0
20780.0,4.707039321653318,-2200.0
20800.0,4.817536741017139,-2166.0
20820.0,4.927273415482911,-2178.0
20840.0,5.036232016357612,-2138.0
20860.0,5.144395337815061,-2136.0
20880.0,5.251746299612947,-2130.0
20900.0,5.358267949789965,-2050.0
20920.0,5.463943467342683,-2084.0
20940.0,5.568756164881881,-2016.0
20960.0,5.672689491267558,-2012.0
20980.0,5.775727034222664,-1968.0
21000.0,5.8778525229247265,-1974.0
