time,f
0,16.376466907025605
1,12.148698856234041
2,9.514505894665348
3,7.789927988802747
4,6.598953525339571
5,5.735087406230356
6,5.081500780116501
7,4.569321516296634
8,4.156166635014399
9,3.8148708937826727
10,3.5273651961285637
11,3.281223621575905
12,3.067641929389329
13,2.8802124904742694
14,2.7141582046629176
15,2.5658396708396625
16,2.4324298974328062
17,2.3116945018520973
18,2.2018399441672996
19,2.101406610433367
20,2.009192063917252
21,1.924194972508573
22,1.845573458322779
23,1.7726136756995694
24,1.7047057586718097
25,1.6413251584583142
26,1.582017980056733
27,1.5263893266332227
28,1.4740939355424052
29,1.4248285817660413
30,1.378325860196406
31,1.3343490552203554
32,1.2926878763050937
33,1.2531548897334144
34,1.215582514741711
35,1.1798204808474857
36,1.1457336647454457
37,1.113200241657719
38,1.082110098765696
39,1.0523634682787035
40,1.0238697454983035
41,0.9965464634221683
42,0.9703184003724401
43,0.9451168011095621
44,0.9208786951141068
45,0.8975462983460051
46,0.8750664869451914
47,0.8533903331146457
48,0.832472694899701
49,0.8122718528040894
50,0.7927491872090942
51,0.773868891423655
52,0.7555977159193817
53,0.7379047399185474
54,0.72076116702421
55,0.7041401420250655
56,0.6880165863861162
57,0.6723670502600856
58,0.6571695791323482
59,0.6424035934510381
60,0.6280497797998937
61,0.6140899923492145
62,0.6005071634742141
63,0.587285222563505
64,0.5744090221563996
65,0.5618642706486403
66,0.5496374708941697
67,0.5377158641074213
68,0.5260873785378601
69,0.5147405824474441
70,0.5036646409734076
71,0.492849276504249
72,0.4822847322368481
73,0.47196173861794755
74,0.4618714824044169
75,0.45200557810428943
76,0.44235604158498815
77,0.43291526565681016
78,0.4236759974589764
79,0.41463131749265403
80,0.40577462016059307
81,0.3970995956865927
82,0.3886002133001414
83,0.3802707055824082
84,0.3721055538794654
85,0.36409947469731163
86,0.3562474070010668
87,0.348544500347715
88,0.340986103788073
89,0.3335677554793346
90,0.3262851729546611
91,0.3191342440008975
92,0.31211101809967273
93,0.3052116983909088
94,0.29843263412118615
95,0.2917703135425058
96,0.2852213572298014
97,0.2787825117881074
98,0.27245064392261187
99,0.2662227348469356
100,0.26009587500690534
101,0.2540672590988463
102,0.24813418136302223
103,0.2422940311343182
104,0.2365442886335998
105,0.23088252098441434
106,0.2253063784408187
107,0.21981359081315674
108,0.21440196407955125
109,0.20906937717174978
110,0.20381377892476094
111,0.19863318518045814
112,0.19352567603600312
113,0.18848939322856917
114,0.18352253764842197
115,0.17862336697294626
116,0.17379019341470342
117,0.16902138157705582
118,0.16431534641132037
119,0.15967055126980023
120,0.15508550604940766
121,0.15055876542092703
122,0.14608892713927685
123,0.14167463043042114
124,0.13731455445084778
125,0.13300741681578265
126,0.1287519721925413
127,0.1245470109556355
128,0.12039135790045548
129,0.11628387101253636
130,0.11222344028959255
131,0.10820898661366937
132,0.10423946067091239
133,0.10031384191660005
134,0.09643113758321828
135,0.09259038172948081
136,0.08879063432831613
137,0.08503098039195375
138,0.08131052913234188
139,0.07762841315522975
140,0.07398378768633315
141,0.07037582982809192
142,0.06680373784560426
143,0.0632667304803994
144,0.059764046290780325
145,0.05629494301753491
146,0.05285869697387529
147,0.049454602458525
148,0.0460819711909286
149,0.042740131767609574
150,0.03942842913875323
151,0.03614622410413538
152,0.03289289282756401
153,0.029667826369039377
154,0.02647043023387914
155,0.023300123938091527
156,0.020156340589312816
157,0.017038526482660743
158,0.013946140710883556
159,0.010878654788217021
160,0.00783555228738668
161,0.004816328489220277
162,0.001820490044361106
163,-0.001152445353405973
164,-0.0041029492826783615
165,-0.007031482899254121
166,-0.009938497230666393
167,-0.012824433460838669
168,-0.015689723205245865
169,-0.01853478877695027
170,-0.021360043443864066
171,-0.02416589167757508
172,-0.02695272939405785
173,-0.029720944186577974
174,-0.03247091555108317
175,-0.035203015104364375
176,-0.03791760679525577
177,-0.040615047109131615
178,-0.04329568526594845
179,-0.04595986341206823
180,-0.048607916806090105
181,-0.05124017399890883
182,-0.05385695700820674
183,-0.0564585814875812
184,-0.05904535689049761
185,-0.061617586629253436
186,-0.06417556822912786
187,-0.06671959347788865
188,-0.06924994857081676
