time,f
14906,-344.24433798022864
14907,-344.2536976139653
14908,-344.26305567541266
14909,-344.27241216737553
14910,-344.2817670926635
14911,-344.29112045409124
14912,-344.3004722544783
14913,-344.3098224966492
14914,-344.31917118343324
14915,-344.32851831766476
14916,-344.3378639021825
14917,-344.34720793983024
14918,-344.3565504334563
14919,-344.3658913859134
14920,-344.37523080005934
14921,-344.38456867875607
14922,-344.3939050248701
14923,-344.40323984127235
14924,-344.4125731308383
14925,-344.42190489644764
14926,-344.43123514098426
14927,-344.44056386733655
14928,-344.44989107839683
14929,-344.4592167770619
14930,-344.46854096623235
14931,-344.47786364881307
14932,-344.48718482771284
14933,-344.4965045058444
14934,-344.5058226861246
14935,-344.515139371474
14936,-344.524454564817
14937,-344.53376826908186
14938,-344.5430804872005
14939,-344.55239122210867
14940,-344.5617004767456
14941,-344.5710082540544
14942,-344.5803145569814
14943,-344.58961938847665
14944,-344.59892275149366
14945,-344.60822464898934
14946,-344.61752508392385
14947,-344.6268240592609
14948,-344.6361215779674
14949,-344.6454176430135
14950,-344.6547122573725
14951,-344.66400542402096
14952,-344.6732971459385
14953,-344.68258742610766
14954,-344.6918762675142
14955,-344.7011636731468
14956,-344.7104496459971
14957,-344.7197341890595
14958,-344.7290173053314
14959,-344.73829899781293
14960,-344.7475792695069
14961,-344.75685812341897
14962,-344.76613556255734
14963,-344.77541158993296
14964,-344.78468620855926
14965,-344.7939594214522
14966,-344.80323123163043
14967,-344.8125016421148
14968,-344.8217706559287
14969,-344.83103827609773
14970,-344.8403045056501
14971,-344.8495693476162
14972,-344.85883280502844
14973,-344.8680948809217
14974,-344.87735557833287
14975,-344.88661490030097
14976,-344.8958728498672
14977,-344.90512943007474
14978,-344.9143846439687
14979,-344.92363849459605
14980,-344.932890985006
14981,-344.9421421182493
14982,-344.95139189737876
14983,-344.9606403254488
14984,-344.9698874055157
14985,-344.9791331406374
14986,-344.9883775338735
14987,-344.9976205882854
14988,-345.0068623069358
14989,-345.0161026928891
14990,-345.0253417492113
14991,-345.03457947896976
14992,-345.04381588523336
14993,-345.05305097107225
14994,-345.06228473955804
14995,-345.0715171937637
14996,-345.08074833676335
14997,-345.0899781716324
14998,-345.09920670144766
14999,-345.1084339292869
15000,-345.1176598582291
15001,-345.1268844913542
15002,-345.1361078317435
15003,-345.14532988247913
15004,-345.1545506466442
15005,-345.1637701273229
15006,-345.1729883276002
15007,-345.182205250562
15008,-345.1914208992952
15009,-345.2006352768874
15010,-345.20984838642687
15011,-345.2190602310028
15012,-345.2282708137051
15013,-345.2374801376242
15014,-345.2466882058512
15015,-345.2558950214782
15016,-345.2651005875973
15017,-345.27430490730154
15018,-345.28350798368444
15019,-345.29270981983973
15020,-345.301910418862
15021,-345.3111097838459
15022,-345.32030791788674
15023,-345.32950482408006
15024,-345.33870050552173
15025,-345.3478949653079
15026,-345.3570882065351
15027,-345.3662802322999
15028,-345.3754710456993
15029,-345.3846606498304
15030,-345.39384904779035
15031,-345.40303624267654
15032,-345.4122222375863
15033,-345.4214070356173
15034,-345.43059063986686
15035,-345.4397730534327
15036,-345.44895427941225
15037,-345.4581343209029
15038,-345.4673131810022
15039,-345.4764908628074
15040,-345.4856673694155
15041,-345.4948427039236
15042,-345.50401686942854
15043,-345.51318986902686
15044,-345.522361705815
15045,-345.53153238288894
15046,-345.5407019033446
15047,-345.54987027027744
15048,-345.5590374867827
15049,-345.56820355595517
15050,-345.5773684808893
15051,-345.586532264679
15052,-345.595694910418
15053,-345.6048564211993
15054,-345.6140168001158
15055,-345.6231760502595
15056,-345.632334174722
15057,-345.64149117659457
15058,-345.6506470589676
15059,-345.6598018249311
15060,-345.6689554775744
15061,-345.6781080199862
15062,-345.6872594552546
15063,-345.69640978646703
15064,-345.70555901671
15065,-345.7147071490698
15066,-345.72385418663146
15067,-345.7330001324795
15068,-345.74214498969786
15069,-345.7512887613693
15070,-345.760431450576
15071,-345.76957306039935
15072,-345.7787135939198
15073,-345.78785305421695
15074,-345.7969914443696
15075,-345.8061287674556
15076,-345.8152650265519
15077,-345.8244002247344
15078,-345.8335343650784
15079,-345.8426674506578
15080,-345.85179948454584
15081,-345.86093046981455
15082,-345.8700604095352
15083,-345.8791893067779
15084,-345.8883171646116
15085,-345.89744398610446
15086,-345.9065697743233
15087,-345.9156945323342
15088,-345.9248182632019
15089,-345.93394096999
15090,-345.9430626557611
15091,-345.95218332357655
15092,-345.96130297649677
15093,-345.9704216175809
15094,-345.9795392498868
15095,-345.9886558764714
15096,-345.9977715003901
15097,-346.0068861246974
15098,-346.01599975244653
15099,-346.0251123866894
15100,-346.03422403047665
15101,-346.0433346868578
15102,-346.0524443588811
15103,-346.0615530495934
15104,-346.07066076204046
15105,-346.0797674992666
15106,-346.088873264315
15107,-346.0979780602274
15108,-346.10708189004424
15109,-346.1161847568047
15110,-346.1252866635467
15111,-346.13438761330667
15112,-346.1434876091198
15113,-346.15258665401984
15114,-346.1616847510393
15115,-346.1707819032093
15116,-346.1798781135595
15117,-346.1889733851182
15118,-346.19806772091243
15119,-346.2071611239678
15120,-346.2162535973085
15121,-346.22534514395716
15122,-346.23443576693535
15123,-346.2435254692629
15124,-346.25261425395854
15125,-346.2617021240392
15126,-346.2707890825207
15127,-346.2798751324174
15128,-346.288960276742
15129,-346.298044518506
15130,-346.3071278607195
15131,-346.3162103063909
15132,-346.3252918585274
15133,-346.3343725201346
15134,-346.34345229421666
15135,-346.35253118377653
15136,-346.3616091918153
15137,-346.37068632133304
15138,-346.379762575328
15139,-346.38883795679715
15140,-346.39791246873597
15141,-346.40698611413853
15142,-346.4160588959973
15143,-346.4251308173034
15144,-346.43420188104653
15145,-346.44327209021475
15146,-346.4523414477949
15147,-346.461409956772
15148,-346.4704776201301
15149,-346.47954444085127
15150,-346.4886104219165
15151,-346.49767556630525
15152,-346.5067398769953
15153,-346.51580335696315
15154,-346.5248660091838
15155,-346.5339278366308
15156,-346.54298884227626
15157,-346.5520490290909
15158,-346.56110840004374
15159,-346.5701669581026
15160,-346.57922470623384
15161,-346.5882816474022
15162,-346.5973377845711
15163,-346.60639312070236
15164,-346.6154476587567
15165,-346.6245014016931
15166,-346.63355435246916
15167,-346.6426065140412
15168,-346.65165788936383
15169,-346.66070848139054
15170,-346.66975829307313
15171,-346.6788073273623
15172,-346.687855587207
15173,-346.696903075555
15174,-346.7059497953526
15175,-346.7149957495445
15176,-346.72404094107435
15177,-346.73308537288426
15178,-346.7421290479148
15179,-346.75117196910526
15180,-346.7602141393937
15181,-346.7692555617166
15182,-346.778296239009
15183,-346.78733617420494
15184,-346.7963753702367
15185,-346.8054138300354
15186,-346.8144515565307
15187,-346.82348855265104
15188,-346.8325248213235
15189,-346.8415603654736
15190,-346.8505951880258
15191,-346.85962929190305
15192,-346.8686626800271
15193,-346.87769535531834
15194,-346.88672732069574
15195,-346.8957585790771
15196,-346.90478913337887
15197,-346.91381898651616
15198,-346.9228481414028
15199,-346.9318766009514
15200,-346.9409043680731
15201,-346.9499314456781
15202,-346.9589578366749
15203,-346.9679835439711
15204,-346.97700857047283
15205,-346.986032919085
15206,-346.9950565927113
15207,-347.0040795942541
15208,-347.0131019266147
15209,-347.0221235926929
15210,-347.03114459538745
15211,-347.0401649375958
15212,-347.0491846222144
15213,-347.0582036521381
15214,-347.0672220302607
15215,-347.0762397594749
15216,-347.08525684267215
15217,-347.09427328274256
15218,-347.1032890825752
15219,-347.1123042450579
15220,-347.1213187730773
15221,-347.1303326695189
15222,-347.13934593726685
15223,-347.14835857920446
15224,-347.15737059821356
15225,-347.1663819971749
15226,-347.1753927789681
15227,-347.1844029464717
15228,-347.193412502563
15229,-347.202421450118
15230,-347.2114297920119
15231,-347.22043753111853
15232,-347.2294446703106
15233,-347.2384512124596
15234,-347.2474571604361
15235,-347.2564625171094
15236,-347.26546728534765
15237,-347.27447146801796
15238,-347.28347506798616
15239,-347.29247808811726
15240,-347.3014805312749
15241,-347.31048240032146
15242,-347.31948369811863
15243,-347.32848442752663
15244,-347.3374845914047
15245,-347.34648419261094
15246,-347.35548323400235
15247,-347.36448171843483
15248,-347.3734796487631
15249,-347.3824770278408
15250,-347.3914738585205
15251,-347.4004701436536
15252,-347.40946588609035
15253,-347.41846108868
15254,-347.42745575427045
15255,-347.43644988570884
15256,-347.4454434858409
15257,-347.4544365575112
15258,-347.46342910356344
15259,-347.47242112684
15260,-347.4814126301822
15261,-347.4904036164301
15262,-347.49939408842283
15263,-347.5083840489981
15264,-347.5173735009927
15265,-347.52636244724226
15266,-347.53535089058107
15267,-347.5443388338424
15268,-347.55332627985825
15269,-347.5623132314596
15270,-347.5712996914761
15271,-347.5802856627362
15272,-347.5892711480672
15273,-347.59825615029524
15274,-347.6072406722452
15275,-347.6162247167407
15276,-347.6252082866042
15277,-347.6341913846569
15278,-347.6431740137186
15279,-347.65215617660806
15280,-347.6611378761427
15281,-347.67011911513856
15282,-347.67909989641043
15283,-347.688080222772
15284,-347.6970600970352
15285,-347.706039522011
15286,-347.71501850050885
15287,-347.72399703533694
15288,-347.7329751293021
15289,-347.7419527852096
15290,-347.75093000586344
15291,-347.7599067940662
15292,-347.76888315261886
15293,-347.7778590843212
15294,-347.78683459197146
15295,-347.7958096783662
15296,-347.8047843463006
15297,-347.8137585985685
15298,-347.8227324379617
15299,-347.831705867271
15300,-347.84067888928513
15301,-347.8496515067916
15302,-347.858623722576
15303,-347.86759553942244
15304,-347.8765669601132
15305,-347.885537987429
15306,-347.8945086241488
15307,-347.9034788730496
15308,-347.912448736907
15309,-347.9214182184944
15310,-347.9303873205837
15311,-347.9393560459447
15312,-347.9483243973454
15313,-347.95729237755194
15314,-347.96625998932836
15315,-347.9752272354369
15316,-347.98419411863756
15317,-347.9931606416886
15318,-348.0021268073458
15319,-348.01109261836325
15320,-348.0200580774926
15321,-348.0290231874835
15322,-348.03798795108315
15323,-348.04695237103687
15324,-348.0559164500873
15325,-348.0648801909749
15326,-348.07384359643794
15327,-348.08280666921195
15328,-348.09176941203026
15329,-348.10073182762363
15330,-348.10969391872027
15331,-348.1186556880458
15332,-348.12761713832333
15333,-348.13657827227325
15334,-348.14553909261303
15335,-348.1544996020576
15336,-348.16345980331926
15337,-348.1724196991071
15338,-348.18137929212736
15339,-348.1903385850836
15340,-348.1992975806761
15341,-348.2082562816022
15342,-348.21721469055603
15343,-348.2261728102287
15344,-348.23513064330814
15345,-348.2440881924788
15346,-348.25304546042184
15347,-348.2620024498151
15348,-348.2709591633331
15349,-348.2799156036466
15350,-348.28887177342295
15351,-348.29782767532583
15352,-348.3067833120152
15353,-348.31573868614726
15354,-348.32469380037446
15355,-348.3336486573453
15356,-348.34260325970433
15357,-348.35155761009213
15358,-348.3605117111451
15359,-348.36946556549555
15360,-348.37841917577157
15361,-348.3873725445968
15362,-348.39632567459057
15363,-348.405278568368
15364,-348.4142312285393
15365,-348.4231836577103
15366,-348.43213585848196
15367,-348.44108783345075
15368,-348.4500395852082
15369,-348.4589911163406
15370,-348.4679424294296
15371,-348.47689352705186
15372,-348.4858444117783
15373,-348.49479508617515
15374,-348.5037455528029
15375,-348.51269581421695
15376,-348.52164587296676
15377,-348.53059573159646
15378,-348.5395453926444
15379,-348.54849485864315
15380,-348.55744413211914
15381,-348.5663932155932
15382,-348.57534211157974
15383,-348.5842908225871
15384,-348.59323935111723
15385,-348.6021876996659
15386,-348.6111358707221
15387,-348.62008386676825
15388,-348.6290316902805
15389,-348.6379793437274
15390,-348.64692682957127
15391,-348.6558741502671
15392,-348.6648213082627
15393,-348.6737683059986
15394,-348.6827151459081
15395,-348.69166183041705
15396,-348.70060836194335
15397,-348.7095547428976
15398,-348.7185009756823
15399,-348.727447062692
15400,-348.7363930063132
15401,-348.7453388089243
15402,-348.7542844728952
15403,-348.7632300005874
15404,-348.7721753943538
15405,-348.7811206565386
15406,-348.790065789477
15407,-348.79901079549563
15408,-348.80795567691155
15409,-348.8169004360327
15410,-348.8258450751577
15411,-348.83478959657566
15412,-348.84373400256595
15413,-348.852678295398
15414,-348.8616224773316
15415,-348.8705665506162
15416,-348.87951051749104
15417,-348.88845438018507
15418,-348.8973981409165
15419,-348.90634180189306
15420,-348.91528536531143
15421,-348.9242288333576
15422,-348.93317220820586
15423,-348.9421154920198
15424,-348.9510586869511
15425,-348.96000179514
15426,-348.96894481871493
15427,-348.9778877597922
15428,-348.98683062047627
15429,-348.995773402859
15430,-349.00471610902
15431,-349.0136587410262
15432,-349.02260130093157
15433,-349.0315437907773
15434,-349.0404862125913
15435,-349.04942856838824
15436,-349.05837086016925
15437,-349.06731308992164
15438,-349.07625525961896
15439,-349.0851973712207
15440,-349.094139426672
15441,-349.1030814279037
15442,-349.112023376832
15443,-349.1209652753581
15444,-349.1299071253684
15445,-349.138848928734
15446,-349.14779068731065
15447,-349.15673240293836
15448,-349.16567407744157
15449,-349.17461571262857
15450,-349.18355731029135
15451,-349.1924988722057
15452,-349.20144040013076
15453,-349.21038189580867
15454,-349.2193233609647
15455,-349.22826479730685
15456,-349.23720620652557
15457,-349.24614759029373
15458,-349.2550889502662
15459,-349.26403028807994
15460,-349.2729716053533
15461,-349.28191290368625
15462,-349.29085418465985
15463,-349.2997954498363
15464,-349.30873670075846
15465,-349.3176779389497
15466,-349.3266191659138
15467,-349.3355603831346
15468,-349.3445015920754
15469,-349.3534427941796
15470,-349.36238399086983
15471,-349.37132518354747
15472,-349.38026637359326
15473,-349.3892075623662
15474,-349.3981487512038
15475,-349.40708994142176
15476,-349.41603113431347
15477,-349.4249723311502
15478,-349.43391353318026
15479,-349.4428547416294
15480,-349.4517959577001
15481,-349.4607371825713
15482,-349.46967841739837
15483,-349.4786196633129
15484,-349.4875609214221
15485,-349.4965021928087
15486,-349.50544347853094
15487,-349.51438477962165
15488,-349.52332609708884
15489,-349.5322674319147
15490,-349.5412087850556
15491,-349.550150157442
15492,-349.55909154997767
15493,-349.56803296353996
15494,-349.5769743989793
15495,-349.5859158571187
15496,-349.59485733875385
15497,-349.6037988446525
15498,-349.61274037555427
15499,-349.62168193217053
15500,-349.63062351518397
15501,-349.63956512524805
15502,-349.6485067629874
15503,-349.6574484289966
15504,-349.6663901238407
15505,-349.6753318480544
15506,-349.68427360214196
15507,-349.69321538657687
15508,-349.7021572018015
15509,-349.7110990482269
15510,-349.7200409262323
15511,-349.7289828361648
15512,-349.73792477833945
15513,-349.7468667530384
15514,-349.75580876051094
15515,-349.7647508009729
15516,-349.77369287460675
15517,-349.78263498156076
15518,-349.7915771219491
15519,-349.80051929585136
15520,-349.8094615033119
15521,-349.81840374434034
15522,-349.82734601891025
15523,-349.83628832695956
15524,-349.84523066838983
15525,-349.854173043066
15526,-349.8631154508162
15527,-349.87205789143127
15528,-349.8810003646644
15529,-349.8899428702308
15530,-349.89888540780737
15531,-349.90782797703264
15532,-349.9167705775058
15533,-349.92571320878693
15534,-349.9346558703963
15535,-349.94359856181427
15536,-349.95254128248064
15537,-349.9614840317947
15538,-349.9704268091145
15539,-349.9793696137566
15540,-349.9883124449959
15541,-349.997255302065
15542,-350.006198184154
15543,-350.0151410904102
15544,-350.02408401993745
15545,-350.0330269717961
15546,-350.0419699450026
15547,-350.05091293852894
15548,-350.05985595130227
15549,-350.06879898220495
15550,-350.0777420300735
15551,-350.0866850936989
15552,-350.09562817182587
15553,-350.1045712631524
15554,-350.11351436632975
15555,-350.12245747996155
15556,-350.131400602604
15557,-350.1403437327651
15558,-350.1492868689042
15559,-350.1582300094321
15560,-350.1671731527101
15561,-350.17611629705016
15562,-350.185059440714
15563,-350.19400258191297
15564,-350.2029457188078
15565,-350.211888849508
15566,-350.22083197207144
15567,-350.22977508450407
15568,-350.23871818475965
15569,-350.2476612707392
15570,-350.25660434029044
15571,-350.26554739120786
15572,-350.2744904212319
15573,-350.28343342804874
15574,-350.29237640929006
15575,-350.3013193625322
15576,-350.3102622852962
15577,-350.3192051750473
15578,-350.32814802919427
15579,-350.3370908450896
15580,-350.3460336200283
15581,-350.3549763512484
15582,-350.3639190359297
15583,-350.37286167119396
15584,-350.3818042541044
15585,-350.390746781665
15586,-350.39968925082053
15587,-350.4086316584557
15588,-350.4175740013952
15589,-350.42651627640316
15590,-350.43545848018243
15591,-350.44440060937467
15592,-350.4533426605596
15593,-350.46228463025477
15594,-350.4712265149152
15595,-350.48016831093275
15596,-350.48911001463597
15597,-350.49805162228955
15598,-350.5069931300941
15599,-350.5159345341855
15600,-350.52487583063464
15601,-350.53381701544697
15602,-350.5427580845623
15603,-350.5516990338542
15604,-350.56063985912965
15605,-350.5695805561284
15606,-350.5785211205232
15607,-350.58746154791885
15608,-350.59640183385204
15609,-350.6053419737907
15610,-350.6142819631341
15611,-350.62322179721195
15612,-350.6321614712843
15613,-350.64110098054107
15614,-350.65004032010177
15615,-350.6589794850147
15616,-350.66791847025723
15617,-350.67685727073484
15618,-350.6857958812809
15619,-350.6947342966565
15620,-350.70367251154977
15621,-350.7126105205757
15622,-350.7215483182756
15623,-350.73048589911684
15624,-350.7394232574925
15625,-350.7483603877207
15626,-350.7572972840447
15627,-350.7662339406322
15628,-350.775170351575
15629,-350.78410651088865
15630,-350.79304241251214
15631,-350.8019780503076
15632,-350.81091341805956
15633,-350.81984850947504
15634,-350.828783318183
15635,-350.837717837734
15636,-350.84665206159957
15637,-350.85558598317243
15638,-350.8645195957656
15639,-350.87345289261236
15640,-350.8823858668656
15641,-350.89131851159794
15642,-350.90025081980093
15643,-350.9091827843848
15644,-350.91811439817855
15645,-350.9270456539288
15646,-350.9359765443003
15647,-350.9449070618748
15648,-350.9538371991516
15649,-350.9627669485464
15650,-350.9716963023914
15651,-350.98062525293506
15652,-350.9895537923414
15653,-350.99848191268984
15654,-351.0074096059752
15655,-351.0163368641071
15656,-351.02526367890937
15657,-351.0341900421204
15658,-351.0431159453922
15659,-351.0520413802906
15660,-351.06096633829463
15661,-351.06989081079644
15662,-351.0788147891008
15663,-351.08773826442496
15664,-351.0966612278984
15665,-351.1055836705622
15666,-351.11450558336946
15667,-351.12342695718417
15668,-351.13234778278184
15669,-351.1412680508482
15670,-351.1501877519801
15671,-351.1591068766843
15672,-351.16802541537766
15673,-351.1769433583868
15674,-351.185860695948
15675,-351.1947774182065
15676,-351.20369351521697
15677,-351.21260897694276
15678,-351.2215237932555
15679,-351.23043795393573
15680,-351.23935144867164
15681,-351.24826426705965
15682,-351.25717639860375
15683,-351.26608783271547
15684,-351.2749985587136
15685,-351.28390856582416
15686,-351.29281784317993
15687,-351.30172637982065
15688,-351.31063416469226
15689,-351.31954118664726
15690,-351.32844743444457
15691,-351.3373528967487
15692,-351.3462575621304
15693,-351.35516141906584
15694,-351.36406445593684
15695,-351.3729666610307
15696,-351.38186802254006
15697,-351.3907685285625
15698,-351.3996681671007
15699,-351.4085669260621
15700,-351.4174647932591
15701,-351.4263617564087
15702,-351.43525780313223
15703,-351.4441529209556
15704,-351.4530470973093
15705,-351.46194031952746
15706,-351.470832574849
15707,-351.4797238504165
15708,-351.4886141332769
15709,-351.49750341038066
15710,-351.5063916685824
15711,-351.5152788946406
15712,-351.5241650752174
15713,-351.53305019687866
15714,-351.54193424609406
15715,-351.5508172092368
15716,-351.559699072584
15717,-351.56857982231605
15718,-351.5774594445172
15719,-351.58633792517526
15720,-351.5952152501817
15721,-351.6040914053316
15722,-351.6129663763236
15723,-351.62184014876016
15724,-351.63071270814737
15725,-351.6395840398951
15726,-351.648454129317
15727,-351.6573229616304
15728,-351.6661905219569
15729,-351.6750567953216
15730,-351.683921766654
15731,-351.6927854207876
15732,-351.70164774245995
15733,-351.71050871631314
15734,-351.71936832689346
15735,-351.7282265586517
15736,-351.7370833959436
15737,-351.7459388230292
15738,-351.75479282407355
15739,-351.76364538314687
15740,-351.7724964842244
15741,-351.78134611118674
15742,-351.7901942478198
15743,-351.7990408778154
15744,-351.8078859847709
15745,-351.81672955218994
15746,-351.8255715634821
15747,-351.8344120019634
15748,-351.8432508508565
15749,-351.85208809329094
15750,-351.860923712303
15751,-351.86975769083676
15752,-351.87859001174303
15753,-351.88742065778104
15754,-351.8962496116177
15755,-351.90507685582816
15756,-351.91390237289613
15757,-351.92272614521426
15758,-351.93154815508404
15759,-351.9403683847165
15760,-351.94918681623227
15761,-351.9580034316621
15762,-351.96681821294686
15763,-351.97563114193815
15764,-351.9844422003985
15765,-351.99325137000176
15766,-352.0020586323334
15767,-352.0108639688909
15768,-352.01966736108415
15769,-352.0284687902357
15770,-352.03726823758143
15771,-352.04606568427045
15772,-352.054861111366
15773,-352.0636544998455
15774,-352.07244583060117
15775,-352.0812350844404
15776,-352.0900222420861
15777,-352.09880728417727
15778,-352.1075901912693
15779,-352.11637094383457
15780,-352.12514952226286
15781,-352.1339259068616
15782,-352.1427000778569
15783,-352.1514720153933
15784,-352.16024169953494
15785,-352.16900911026573
15786,-352.1777742274897
15787,-352.18653703103195
15788,-352.1952975006388
15789,-352.2040556159786
15790,-352.212811356642
15791,-352.2215647021427
15792,-352.2303156319181
15793,-352.2390641253294
15794,-352.24781016166276
15795,-352.25655372012943
15796,-352.2652947798667
15797,-352.27403331993816
15798,-352.28276931933453
15799,-352.2915027569742
15800,-352.3002336117037
15801,-352.3089618622987
15802,-352.31768748746447
15803,-352.32641046583603
15804,-352.3351307759799
15805,-352.34384839639347
15806,-352.35256330550664
15807,-352.3612754816822
15808,-352.36998490321616
15809,-352.37869154833913
15810,-352.3873953952161
15811,-352.39609642194824
15812,-352.40479460657264
15813,-352.4134899270635
15814,-352.4221823613327
15815,-352.43087188723086
15816,-352.43955848254745
15817,-352.44824212501214
15818,-352.4569227922952
15819,-352.4656004620083
15820,-352.4742751117055
15821,-352.48294671888374
15822,-352.49161526098374
15823,-352.5002807153908
15824,-352.50894305943535
15825,-352.51760227039426
15826,-352.5262583254913
15827,-352.5349112018978
15828,-352.54356087673364
15829,-352.55220732706823
15830,-352.5608505299212
15831,-352.56949046226305
15832,-352.5781271010162
15833,-352.586760423056
15834,-352.595390405211
15835,-352.6040170242644
15836,-352.6126402569547
15837,-352.62126007997654
15838,-352.62987646998135
15839,-352.6384894035788
15840,-352.647098857337
15841,-352.6557048077841
15842,-352.66430723140843
15843,-352.67290610466006
15844,-352.6815014039511
15845,-352.6900931056573
15846,-352.6986811861183
15847,-352.70726562163895
15848,-352.7158463884901
15849,-352.72442346290944
15850,-352.73299682110263
15851,-352.7415664392441
15852,-352.7501322934779
15853,-352.7586943599189
15854,-352.76725261465356
15855,-352.77580703374076
15856,-352.7843575932132
15857,-352.79290426907767
15858,-352.80144703731673
15859,-352.8099858738891
15860,-352.81852075473097
15861,-352.82705165575686
15862,-352.8355785528606
15863,-352.8441014219162
15864,-352.85262023877914
15865,-352.8611349792869
15866,-352.86964561926027
15867,-352.87815213450443
15868,-352.8866545008094
15869,-352.89515269395173
15870,-352.90364668969494
15871,-352.91213646379083
15872,-352.9206219919803
15873,-352.9291032499945
15874,-352.93758021355575
15875,-352.94605285837844
15876,-352.9545211601703
15877,-352.96298509463315
15878,-352.97144463746406
15879,-352.9798997643562
15880,-352.98835045100014
15881,-352.9967966730844
15882,-353.00523840629705
15883,-353.0136756263262
15884,-353.0221083088612
15885,-353.0305364295938
15886,-353.0389599642191
15887,-353.0473788884361
15888,-353.0557931779497
15889,-353.06420280847067
15890,-353.0726077557172
15891,-353.0810079954161
15892,-353.08940350330323
15893,-353.097794255125
15894,-353.10618022663925
15895,-353.114561393616
15896,-353.122937731839
15897,-353.1313092171062
15898,-353.13967582523117
15899,-353.14803753204365
15900,-353.15639431339116
15901,-353.1647461451395
15902,-353.17309300317385
15903,-353.1814348634001
15904,-353.1897717017455
15905,-353.1981034941597
15906,-353.20643021661584
15907,-353.21475184511155
15908,-353.22306835566997
15909,-353.2313797243407
15910,-353.2396859272005
15911,-353.24798694035496
15912,-353.2562827399388
15913,-353.2645733021172
15914,-353.27285860308666
15915,-353.2811386190762
15916,-353.2894133263479
15917,-353.2976827011984
15918,-353.30594671995937
15919,-353.3142053589987
15920,-353.3224585947215
15921,-353.33070640357124
15922,-353.33894876203004
15923,-353.34718564662046
15924,-353.3554170339056
15925,-353.36364290049096
15926,-353.37186322302455
15927,-353.3800779781983
15928,-353.3882871427488
15929,-353.39649069345836
15930,-353.4046886071557
15931,-353.4128808607172
15932,-353.4210674310676
15933,-353.4292482951808
15934,-353.437423430081
15935,-353.44559281284336
15936,-353.4537564205952
15937,-353.46191423051664
15938,-353.47006621984144
15939,-353.47821236585816
15940,-353.48635264591076
15941,-353.49448703739955
15942,-353.50261551778215
15943,-353.510738064574
15944,-353.51885465534986
15945,-353.526965267744
15946,-353.53506987945127
15947,-353.54316846822803
15948,-353.5512610118929
15949,-353.55934748832755
15950,-353.56742787547756
15951,-353.57550215135325
15952,-353.5835702940302
15953,-353.5916322816506
15954,-353.59968809242366
15955,-353.6077377046261
15956,-353.61578109660377
15957,-353.6238182467715
15958,-353.63184913361454
15959,-353.639873735689
15960,-353.6478920316225
15961,-353.65590400011524
15962,-353.6639096199406
15963,-353.6719088699456
15964,-353.67990172905183
15965,-353.6878881762565
15966,-353.69586819063244
15967,-353.70384175132943
15968,-353.7118088375745
15969,-353.71976942867286
15970,-353.7277235040083
15971,-353.73567104304414
15972,-353.7436120253236
15973,-353.75154643047097
15974,-353.7594742381916
15975,-353.76739542827295
15976,-353.7753099805851
15977,-353.78321787508133
15978,-353.79111909179903
15979,-353.7990136108597
15980,-353.80690141247027
15981,-353.814782476923
15982,-353.82265678459686
15983,-353.8305243159572
15984,-353.838385051557
15985,-353.84623897203704
15986,-353.85408605812677
15987,-353.86192629064476
15988,-353.86975965049885
15989,-353.8775861186872
15990,-353.88540567629866
15991,-353.8932183045131
15992,-353.90102398460203
15993,-353.9088226979292
15994,-353.91661442595097
15995,-353.9243991502167
15996,-353.93217685236937
15997,-353.9399475141462
15998,-353.94771111737845
15999,-353.9554676439928
16000,-353.96321707601095
16001,-353.9709593955507
16002,-353.9786945848258
16003,-353.9864226261468
16004,-353.9941435019213
16005,-354.00185719465424
16006,-354.00956368694835
16007,-354.01726296150474
16008,-354.0249550011229
16009,-354.03263978870154
16010,-354.0403173072383
16011,-354.0479875398306
16012,-354.05565046967615
16013,-354.0633060800724
16014,-354.07095435441784
16015,-354.07859527621173
16016,-354.0862288290547
16017,-354.0938549966488
16018,-354.101473762798
16019,-354.1090851114084
16020,-354.1166890264883
16021,-354.12428549214894
16022,-354.1318744926042
16023,-354.1394560121713
16024,-354.1470300352709
16025,-354.154596546427
16026,-354.16215553026785
16027,-354.1697069715255
16028,-354.1772508550362
16029,-354.184787165741
16030,-354.19231588868547
16031,-354.19983700901986
16032,-354.20735051199983
16033,-354.2148563829859
16034,-354.2223546074441
16035,-354.22984517094596
16036,-354.2373280591688
16037,-354.24480325789557
16038,-354.2522707530152
16039,-354.2597305305227
16040,-354.26718257651925
16041,-354.27462687721237
16042,-354.2820634189158
16043,-354.2894921880501
16044,-354.2969131711418
16045,-354.30432635482475
16046,-354.311731725839
16047,-354.3191292710317
16048,-354.3265189773566
16049,-354.33390083187453
16050,-354.341274821753
16051,-354.34864093426677
16052,-354.35599915679734
16053,-354.3633494768333
16054,-354.3706918819704
16055,-354.37802635991125
16056,-354.3853528984655
16057,-354.39267148554995
16058,-354.3999821091883
16059,-354.40728475751115
16060,-354.4145794187563
16061,-354.42186608126843
16062,-354.42914473349896
16063,-354.4364153640063
16064,-354.4436779614555
16065,-354.45093251461856
16066,-354.458179012374
16067,-354.4654174437069
16068,-354.4726477977091
16069,-354.4798700635786
16070,-354.48708423061987
16071,-354.49429028824375
16072,-354.50148822596697
16073,-354.5086780334125
16074,-354.5158597003091
16075,-354.5230332164915
16076,-354.53019857190003
16077,-354.5373557565806
