i,j,phi,Ex,Ey
8,1,7.703467406017353e-05,-7.728093332494174e-05,-1.0149304271448525e-05
8,2,0.00015456186664988348,-7.799638709615426e-05,-2.0405899636202914e-05
8,3,0.00023302744825248205,-7.914634553129988e-05,-3.0872881369427066e-05
8,4,0.00031285455771248323,-8.070171399934954e-05,-4.165271098300965e-05
8,5,0.00039443087625118113,-8.261977548637897e-05,-5.284651222409433e-05
8,6,0.0004780941086852412,-8.484212538311235e-05,-6.455284997017809e-05
8,7,0.0005641151270174058,-8.729210238967748e-05,-7.686576878085659e-05
8,8,0.0006526783134645961,-8.987183178486955e-05,-8.987183178486949e-05
8,9,0.0007438587905871449,-9.24590837924751e-05,-0.0001036458681803794
8,10,0.0008375964810495464,-9.490427563791504e-05,-0.00011824512274291436
8,11,0.000933667341862975,-9.702811654259917e-05,-0.00013370152524491843
8,12,0.0010316527141347447,-9.862060842729531e-05,-0.00015001189350436525
8,13,0.0011309085587175656,-9.94423548101597e-05,-0.0001671260931199889
8,14,0.001230537423755064,-9.922935457749664e-05,-0.00018493354837372325
8,15,0.001329367267872559,-9.770258765124653e-05,-0.0002032490750838008
8,16,0.0014259425990575572,-9.45836130440119e-05,-0.00022179979955856276
8,17,0.0015185344939605827,-8.961693379868187e-05,-0.00024021587899745122
8,18,0.001605176466654921,-8.25988693750158e-05,-0.00025802866372217844
8,19,0.0016837322327106143,-7.341101869747359e-05,-0.0002746804844784911
8,20,0.001751998504049868,-6.205420345768622e-05,-0.00028954988253822864
8,21,0.0018078406396259867,-4.86765110920478e-05,-0.0003019942487302688
8,22,0.0018493515262339637,-3.358759847619413e-05,-0.00031140816939950267
8,23,0.001875015836578375,-1.7251930965475853e-05,-0.000317290668658894
8,24,0.0018838553881649154,-2.570189882771315e-07,-0.00031930946900380567
8,25,0.0018755298745549293,1.6741201742117066e-05,-0.00031734782621492205
8,26,0.0018503729846806813,3.3086771567471794e-05,-0.0003115217487569124
8,27,0.0018093563314199857,4.819210838743343e-05,-0.00030216278370005193
8,28,0.0017539887679058144,6.159262793443878e-05,-0.00028977118710161846
8,29,0.001686171075551108,7.297850798553343e-05,-0.0002749516686043498
8,30,0.0016080317519347475,8.220145043635093e-05,-0.0002583461542908608
8,31,0.0015217681746784062,8.926037901811038e-05,-0.00024057544569122756
8,32,0.0014295109938985268,9.427339801334122e-05,-0.00022219658554655853
8,33,0.0013332213786517238,9.74438509109127e-05,-0.0002036776322990833
8,34,0.0012346232920767014,9.902685956025511e-05,-0.0001853878771518598
8,35,0.0011351676595312136,9.930045421028383e-05,-0.00016759968594232637
8,36,0.0010360223836561337,9.854321119671927e-05,-0.0001504977825655541
8,37,0.000938081237137775,9.701865769302638e-05,-0.0001341923335429079
8,38,0.000841985068270081,9.496568900560471e-05,-0.0001187331183708061
8,39,0.0007481498591265656,9.259377790067245e-05,-0.0001041230214831086
8,40,0.000656797512468736,9.008166891803532e-05,-9.032987502960476e-05
8,41,0.000567986521290495,8.757838097411957e-05,-7.72962579781739e-05
8,42,0.0004816407505204969,8.520556575052375e-05,-6.494722847331604e-05
8,43,0.00039757538978944746,8.30605090802616e-05,-5.3196175725789534e-05
8,44,0.0003155197323599737,8.121927606936009e-05,-4.194907352336752e-05
8,45,0.00023513683765072728,7.973967134710778e-05,-3.1107441963853765e-05
8,46,0.00015604038966575816,7.86638117002684e-05,-2.0570309129452357e-05
8,47,7.780921425019048e-05,7.802019483287908e-05,-1.0235432022201412e-05
8,48,0.0,3.890460712509524e-05,-0.0
9,0,0.0,-4.362484721259493e-05,-0.0
9,1,8.724969442518985e-05,-8.755378769617362e-05,-1.0265480224802297e-05
9,2,0.00017510757539234724,-8.844084237704709e-05,-2.0655756244543114e-05
9,3,0.000264131379179284,-8.987425579073933e-05,-3.129232779750886e-05
9,4,0.0003548560869738259,-9.182469864092883e-05,-4.229749763258662e-05
9,5,0.0004477807764611417,-9.4248519768666e-05,-5.3794355380067e-05
9,6,0.0005433531265111579,-9.708500111887939e-05,-6.59061884908014e-05
9,7,0.0006419507786989005,-0.00010025283203799352,-7.87550426890306e-05
9,8,0.0007438587905871449,-0.00010364586818037945,-9.24590837924751e-05
9,9,0.0008492425150596594,-0.00010712833364707542,-0.00010712833364707542
9,10,0.0009581154578812958,-0.00011052977748710291,-0.0001228582794701027
9,11,0.0010703020700338652,-0.00011364032440846101,-0.0001397208142846413
9,12,0.0011853961066982178,-0.00011620707675146229,-0.00015775200012292732
9,13,0.0013027162235367898,-0.00011793292751869115,-0.00017693632168797057
9,14,0.0014212619617356,-0.00011847949691181703,-0.00019718750641575062
9,15,0.0015396752173604238,-0.00011747631436645576,-0.0002183267320117738
9,16,0.0016562145904685116,-0.00011453855627322244,-0.00024006021313231047
9,17,0.0017687523299068687,-0.00010929533584228717,-0.0002619597631486738
9,18,0.001874805262153086,-0.00010142936489151478,-0.0002834517866065169
9,19,0.0019716110596898983,-9.07264309038269e-05,-0.00030382177451563524
9,20,0.0020562581239607397,-7.712947424152127e-05,-0.0003222418317593988
9,21,0.002125870008172941,-6.078763249023193e-05,-0.0003378268103312411
9,22,0.0021778333889412036,-4.208690014094875e-05,-0.0003497191243657295
9,23,0.0022100438084548383,-2.1648392177384297e-05,-0.00035719324530401626
9,24,0.002221130173295972,-2.849874990943496e-07,-0.00035976047579610215
9,25,0.002210613783453027,2.1082085949705428e-05,-0.0003572478472286143
9,26,0.0021789660013965613,4.153157367682114e-05,-0.00034982762537457324
9,27,0.0021275506360993847,6.0250517319225625e-05,-0.00033798780982482047
9,28,0.00205846496675811,7.661767005357032e-05,-0.0003224532415071446
9,29,0.001974315295992244,9.024685406514661e-05,-0.0003040808337627086
9,30,0.0018779712586278168,0.00010098869819535016,-0.0002837550820579206
9,31,0.0017723378996015438,0.00010889997982366012,-0.0002623032536972469
9,32,0.0016601712989804966,0.00011419458240006326,-0.00024043925916652185
9,33,0.0015439487348014173,0.00011718942039998573,-0.0002187361291102794
9,34,0.0014257924581805251,0.00011825496470734367,-0.0001976215232086442
9,35,0.00130743880538673,0.00011777558351464663,-0.0001773887416397455
9,36,0.001190241291151232,0.00011612125537016767,-0.00015821616696947403
9,37,0.0010751962946463946,0.00011362983456729821,-0.0001401896808362358
9,38,0.0009629816220166355,0.00011059787239408599,-0.00012332445947428768
9,39,0.0008540005498582226,0.00010727768403073919,-0.00010758415638960003
9,40,0.0007484262539551571,0.00010387853908085771,-9.289665110094424e-05
9,41,0.0006462434716965072,0.00010057026326448489,-7.91662879925392e-05
9,42,0.0005472857274261873,9.748799145863155e-05,-6.628293757944843e-05
9,43,0.00045126748877924406,9.473721501426901e-05,-5.412838850071564e-05
9,44,0.0003578112973976493,9.239858348610898e-05,-4.258061255140222e-05
9,45,0.0002664703218070261,9.053214962988961e-05,-3.151640345552051e-05
9,46,0.00017674699813787008,8.918089903022357e-05,-2.0812816629592673e-05
9,47,8.810852374657896e-05,8.837349906893504e-05,-1.0347758081654994e-05
9,48,0.0,4.405426187328948e-05,-0.0
10,0,0.0,-4.878281725488906e-05,-0.0
10,1,9.756563450977813e-05,-9.793668956948485e-05,-1.0343011897070574e-05
10,2,0.0001958733791389697,-9.902323466886082e-05,-2.0829568478416793e-05
10,3,0.0002956121038474998,-0.00010078808691934338,-3.16010555836936e-05
10,4,0.00039744955297765647,-0.00010320374158190768,-4.280156093068791e-05
10,5,0.0005020195870113151,-0.00010622846634459376,-5.4578821432569024e-05
10,6,0.000609906485666844,-0.00010980281269207595,-6.708459280211948e-05
10,7,0.000721625212395467,-0.00011384499769135118,-8.047412042256393e-05
10,8,0.0008375964810495464,-0.00011824512274291436,-9.490427563791504e-05
10,9,0.0009581154578812958,-0.0001228582794701027,-0.00011052977748710291
10,10,0.0010833130399897518,-0.00012749675627548093,-0.00012749675627548093
10,11,0.0012131089704322576,-0.00013192183719542378,-0.0001459327574057968
10,12,0.0013471567143805993,-0.00013583611583062457,-0.00016593218294246774
10,13,0.0014847812020935068,-0.000138877861102983,-0.00018753621584266826
10,14,0.0016249124365865654,-0.00014061976490129988,-0.0002107066126222785
10,15,0.0017660207318961065,-0.00014057529436780638,-0.00023529358734471185
10,16,0.001906063025322178,-0.00013821664418091188,-0.0002609995807622579
10,17,0.0020424540202579303,-0.0001330085072728883,-0.00028734320378852134
10,18,0.0021720800398679547,-0.00012446088074197724,-0.000313631030286906
10,19,0.0022913757817418848,-0.00011220106385035548,-0.00033894863829026607
10,20,0.0023964821675686657,-9.605923927329205e-05,-0.0003621849400019593
10,21,0.002483494260288469,-7.615380369837849e-05,-0.0003821029385047243
10,22,0.0025487897749654227,-5.295403344896931e-05,-0.0003974626083917932
10,23,0.0025894023271864075,-2.7293282395848524e-05,-0.0004071858871687983
10,24,0.0026033763397571197,-3.1162091287516985e-07,-0.0004105324508254101
10,25,0.002590025569012158,2.6674052163645984e-05,-0.0004072377103981513
10,26,0.0025500282354298277,5.2346808971265616e-05,-0.00039756558779486476
10,27,0.0024853319510696266,7.556649225486209e-05,-0.0003822557447916565
10,28,0.0023988952509201036,9.549960399655067e-05,-0.00036238559125900444
10,29,0.0022943327430765253,0.00011167666743475742,-0.0003391945143144345
10,30,0.0021755419160505887,0.00012397903050181264,-0.00031391889154889563
10,31,0.0020463746820729,0.0001325762019095091,-0.00028766921489750783
10,32,0.0019103895122315705,0.0001378405226003087,-0.00026135933827707363
10,33,0.0017706936368722826,0.00014026158686879036,-0.00023568215174848463
10,34,0.0016298663384939898,0.00014037424703078902,-0.00021111854425195486
10,35,0.0014899451428107046,0.000138705810449454,-0.0001879656145411864
10,36,0.0013524547175950818,0.00013574227200022898,-0.00016637273117979556
10,37,0.0012184605988102466,0.00013191036518821273,-0.00014637776659567458
10,38,0.0010886339872186563,0.00012757121345224046,-0.00012793921599753153
10,39,0.0009633181719057657,0.0001230215862740159,-0.00011096240730897809
10,40,0.0008425908146706245,0.00011849953731509616,-9.531957921925694e-05
10,41,0.0007263190972755733,0.00011419209449561537,-8.086444157169505e-05
10,42,0.0006142066256793938,0.0001102434652423473,-6.744217314739965e-05
10,43,0.0005058321667908787,0.0001067628341083078,-5.489585936314722e-05
10,44,0.00040068095746277816,0.00010383126111455522,-4.307027145577686e-05
10,45,0.0002981696445617683,0.00010150746726891733,-3.181373075537277e-05
10,46,0.0001976660229249435,9.983245707413392e-05,-2.09786380201929e-05
10,47,9.850473041350047e-05,9.883301146247175e-05,-1.0421103678886644e-05
10,48,0.0,4.925236520675023e-05,-0.0
11,0,0.0,-5.39678591096655e-05,-0.0
11,1,0.000107935718219331,-0.00010838335617459041,-1.036501007763572e-05
11,2,0.00021676671234918083,-0.00010969888606367011,-2.0892940387570497e-05
11,3,0.0003273334903466712,-0.00011184624824301044,-3.174594368493959e-05
11,4,0.0004404592088352017,-0.00011480246448980426,-4.309127988748156e-05
11,5,0.0005569384193262797,-0.00011853155164009757,-5.5103548862201054e-05
11,6,0.0006775223121153969,-0.0001229803001088743,-6.796642457126576e-05
11,7,0.0008028990195440283,-0.00012807251487378907,-8.187355364701018e-05
11,8,0.000933667341862975,-0.00013370152524491843,-9.702811654259917e-05
11,9,0.0010703020700338652,-0.0001397208142846413,-0.00011364032440846101
11,10,0.0012131089704322576,-0.0001459327574057968,-0.00013192183719542368
11,11,0.0013621675848454588,-0.00015207575107544782,-0.00015207575107544782
11,12,0.0015172604725831533,-0.00015781053518833374,-0.0001742804615111962
11,13,0.0016777886552221263,-0.0001627073571985019,-0.0001986654667801626
11,14,0.001842675186980157,-0.00016623686841386062,-0.00022527723550548032
11,15,0.0020102623920498475,-0.00016776928250643514,-0.0002540339546824034
11,16,0.0021782137519930273,-0.00016658817271703193,-0.0002846697857186966
11,17,0.0023434387374839114,-0.00016192678536693528,-0.0003166727578067935
11,18,0.002502067322726898,-0.0001530347993932595,-0.00034922604750846787
11,19,0.0026495083362704304,-0.0001392803406188802,-0.00038116988381686474
11,20,0.0027806280039646583,-0.00012028377445597949,-0.00041100888536682785
11,21,0.0028900758851823894,-9.606530088006587e-05,-0.0004369929825225364
11,22,0.00297275860572479,-6.716984880502275e-05,-0.0004572923136514865
11,23,0.003024415582792435,-3.471823461100119e-05,-0.0004702607835285035
11,24,0.0030421950749467924,-3.3681072844735267e-07,-0.0004747397247432
11,25,0.0030250892042493296,3.404894898025078e-05,-0.0004703096175732869
11,26,0.002974097176986291,6.651353928331595e-05,-0.000457389353178572
11,27,0.0028920621256826977,9.543051385508595e-05,-0.00043713697494906795
11,28,0.002783236149276119,0.00011967890053079231,-0.00041119796314323777
11,29,0.002652704324621113,0.0001387135537752554,-0.0003814015779313414
11,30,0.002505809041725608,0.0001525139976122768,-0.0003494973053519046
11,31,0.0023476763293965594,0.00016145953309548212,-0.00031697996527932696
11,32,0.002182889975534644,0.00016618164554908646,-0.0002850087934315918
11,33,0.0020153130382983865,0.0001674302144251045,-0.0002544001080831853
11,34,0.0018480295466844349,0.0001659715019146419,-0.00022566540873006369
11,35,0.0016833700344691027,0.00016252139658680593,-0.00019907010001342536
11,36,0.001522986753510823,0.0001577091033156795,-0.00017469560161711712
11,37,0.0013679518278377437,0.00015206334974956224,-0.00015249509523962467
11,38,0.0012188600540116985,0.00014601323168078248,-0.0001323387793065741
11,39,0.0010759253644761788,0.00013989732080901379,-0.00011404800389130286
11,40,0.000939065412393671,0.00013397650481814075,-9.741946934231231e-05
11,41,0.0008079723548398973,0.00012844766933634217,-8.224136505516355e-05
11,42,0.0006821700737209866,0.00012345657366717938,-6.830338357457165e-05
11,43,0.0005610592075055385,0.0001191091167058918,-5.5402303688595615e-05
11,44,0.000443951840309203,0.00011548071209388342,-4.334449441869092e-05
11,45,0.00033009778331777166,0.00011262378306547357,-3.194635440075281e-05
11,46,0.00021870427417825588,0.0001105735261067097,-2.1033413504384366e-05
11,47,0.00010895073110435225,0.00010935213708912794,-1.043859854235424e-05
11,48,0.0,5.4475365552176124e-05,-0.0
12,0,0.0,-5.914782733252478e-05,-0.0
12,1,0.00011829565466504957,-0.00011882962995705535,-1.031360116329929e-05
12,2,0.0002376592599141107,-0.00012040416827616468,-2.08092926295536e-05
12,3,0.00035910399121737895,-0.00012298642641925446,-3.167003892064194e-05
12,4,0.0004836321127526196,-0.00012656134675916915,-4.308682726910965e-05
12,5,0.0006122266847357172,-0.00013110361102837797,-5.5262536117463724e-05
12,6,0.0007458393348093755,-0.00013657281747688507,-6.841550571529977e-05
12,7,0.0008853723196894874,-0.0001429066896626846,-8.278250887639187e-05
12,8,0.0010316527141347447,-0.0001500118935043652,-9.862060842729542e-05
12,9,0.0011853961066982178,-0.0001577520001229272,-0.00011620707675146229
12,10,0.0013471567143805991,-0.00016593218294246774,-0.00013583611583062457
12,11,0.0015172604725831533,-0.0001742804615111963,-0.00015781053518833395
12,12,0.0016957176374029917,-0.00018242583153533934,-0.00018242583153533934
12,13,0.001882112135653832,-0.00018987463509726713,-0.00020994334926468866
12,14,0.002075466907597526,-0.0001959882528035407,-0.00024054860587457755
12,15,0.0022740886412609134,-0.00019996784458102264,-0.00027429090167936415
12,16,0.0024754025967595713,-0.00020085544730530196,-0.00031100181603248246
12,17,0.0026757995358715173,-0.0001975647690626596,-0.00035019435718967396
12,18,0.0028705321348848904,-0.0001889580067520485,-0.0003909528602786764
12,19,0.0030537155493756143,-0.00017398390170871546,-0.00043183721213344863
12,20,0.0032184999383023214,-0.0001518823379789637,-0.0004708424174253408
12,21,0.0033574802253335417,-0.00012243723198303714,-0.0005054696861694187
12,22,0.0034633744022683956,-8.62218344549364e-05,-0.0005329642085504353
12,23,0.0035299238942434145,-4.474069348756201e-05,-0.0005507377171856476
12,24,0.0035528557892435197,-3.604549576585996e-07,-0.0005569086078846752
12,25,0.0035306448041587317,4.402442372827397e-05,-0.0005507833650089647
12,26,0.0034648069417869717,8.551945159548458e-05,-0.0005330549166628958
12,27,0.0033596059009677625,0.00012175788229019631,-0.0005056042837472167
12,28,0.003221291177206579,0.0001512350010142772,-0.0004710191588156393
12,29,0.003057135898939208,0.00017337732522609058,-0.0004320537894743617
12,30,0.002874536526754398,0.0001884006431538271,-0.0003912064201944034
12,31,0.002680334612631554,0.0001970647138298219,-0.00035048152144986086
12,32,0.002480407099094754,0.00020042037979645035,-0.0003113187060393859
12,33,0.0022794938530386532,0.00019960497157031848,-0.00027463316662222474
12,34,0.002081197155954117,0.00019570425510054897,-0.00024091145436805632
12,35,0.0018880853428375553,0.00018967561756240057,-0.00021032158426735777
12,36,0.001701845920829316,0.00018231727677402968,-0.00018281388832519204
12,37,0.001523450789289496,0.00017426718749875576,-0.00015820252215515177
12,38,0.0013533115458318045,0.00016601830480056227,-0.00013622585782981696
12,39,0.0011914141796883714,0.00015794089623827768,-0.00011658816075066922
12,40,0.0010374297533552491,0.00015030617615123548,-9.898643116557521e-05
12,41,0.0008908018273859004,0.00014330818026335603,-8.312632624610564e-05
12,42,0.0007508133928285371,0.00013708252660891523,-6.873048356876649e-05
12,43,0.00061663677416807,0.00013172172326418854,-5.554180219397595e-05
12,44,0.00048736994630016,0.00012728721040239802,-4.332352393284807e-05
12,45,0.00036206235336327393,0.0001238185481832239,-3.1857376396291566e-05
12,46,0.00023973284993371224,0.0001213402129325325,-2.094060241989805e-05
12,47,0.00011938192749820895,0.00011986642496685612,-1.0382389331656056e-05
12,48,0.0,5.9690963749104473e-05,-0.0
13,0,0.0,-6.428146027296479e-05,-0.0
13,1,0.00012856292054592958,-0.00012919264880414402,-1.0170561251978052e-05
13,2,0.00025838529760828803,-0.00013105532382101274,-2.0541121334255704e-05
13,3,0.0003906735681879551,-0.0001341237828825665,-3.131441149388815e-05
13,4,0.000526632863373421,-0.00013839496168662605,-4.270455410588687e-05
13,5,0.0006674634915612072,-0.0001438602300862877,-5.494291216009994e-05
13,6,0.0008143533235459964,-0.00015050027286780244,-6.828400065129472e-05
13,7,0.0009684640372968121,-0.00015827761758578472,-8.301127264933309e-05
13,8,0.0011309085587175658,-0.00016712609311998885,-9.944235481015992e-05
13,9,0.0013027162235367898,-0.00017693632168797047,-0.00011793292751869115
13,10,0.0014847812020935068,-0.00018753621584266847,-0.00013887786110298322
13,11,0.0016777886552221267,-0.0001986654667801626,-0.000162707357198502
13,12,0.001882112135653832,-0.00020994334926468844,-0.00018987463509726713
13,13,0.0020976753537515036,-0.0002208301315377401,-0.0002208301315377401
13,14,0.002323772398729312,-0.00023058442082853612,-0.00025597538736808105
13,15,0.002558844195408576,-0.00023822249266434005,-0.0002955882558564921
13,16,0.0028002173840579923,-0.00024249162822734174,-0.0003397109072080973
13,17,0.0030438274518632593,-0.0002418778296131292,-0.00038799546559736527
13,18,0.0032839730432842507,-0.00023467765433703418,-0.0004395124048951651
13,19,0.0035131827605373277,-0.0002191698977655446,-0.0004925482008390745
13,20,0.00372231283881534,-0.0001939162484919496,-0.0005444535752370161
13,21,0.003901015257521227,-0.0001581870920051604,-0.0005916464229187384
13,22,0.004038687022825661,-0.00011243787982125161,-0.0006299007246261278
13,23,0.00412589101716373,-5.8662633945241044e-05,-0.0006550158998225942
13,24,0.004156012290716143,-3.82458551764428e-07,-0.0006638035147372753
13,25,0.004126655934267259,5.7902640202030144e-05,-0.000655058178665106
13,26,0.0040402070103120824,0.00011169262054506394,-0.0006299847381565466
13,27,0.003903270693177131,0.00015746627170234247,-0.0005917710867579158
13,28,0.0037252744669073975,0.0001932293948036473,-0.0005446172726150569
13,29,0.0035168119035698365,0.00021852629239649127,-0.0004927487942805147
13,30,0.003288221882114415,0.00023408626563677765,-0.0004397472516776907
13,31,0.003048639372296281,0.00024134724725049963,-0.0003882614368815821
13,32,0.0028055273876134157,0.0002420300003767226,-0.0003400044107122321
13,33,0.002564579371542836,0.0002378374660964341,-0.0002959052619276074
13,34,0.0023298524554205475,0.00023028308426950887,-0.00025631145828044566
13,35,0.0021040132030038182,0.0002206189626296702,-0.00022118045382970382
13,36,0.001888614530161207,0.00020982816542788549,-0.00019023405474033104
13,37,0.0016843568721480473,0.0001986513802449373,-0.00016307041737638147
13,38,0.0014913117696713325,0.00018762759308526503,-0.00013923884236430892
13,39,0.0013091016859775172,0.00017713674747325554,-0.00011828589005460368
13,40,0.0011370382747248214,0.00016743833932270433,-9.978118259735072e-05
13,41,0.0009742250073321086,0.0001587036169331509,-8.332971919003857e-05
13,42,0.0008196310408585196,0.00015104109771930908,-6.85757360342235e-05
13,43,0.0006721428118934904,0.00014451607634181023,-5.520157116020106e-05
13,44,0.0005305988881748992,0.0001391651378915678,-4.292378503612776e-05
13,45,0.0003938125361103548,0.0001350067045784236,-3.1487925518695285e-05
13,46,0.000260585479018052,0.00013204851317134521,-2.0662741951885834e-05
13,47,0.00012971550976766436,0.000130292739509026,-1.023427365175511e-05
13,48,0.0,6.485775488383218e-05,-0.0
14,0,0.0,-6.931838858450283e-05,-0.0
14,1,0.00013863677716900567,-0.00013937075129131105,-9.918154063555488e-06
14,2,0.0002787415025826221,-0.0001415480185180748,-2.0051689365509434e-05
14,3,0.00042173281420515525,-0.0001451498591908856,-3.0620721510288284e-05
14,4,0.0005690412209643933,-0.00015018984742538093,-4.186043933787609e-05
14,5,0.0007221125090559171,-0.00015668305757378582,-5.40292251646251e-05
14,6,0.000882407336111965,-0.00016464117796611823,-6.7417383406427e-05
14,7,0.0010513948649881536,-0.0001740650438215498,-8.235651494800509e-05
14,8,0.0012305374237550645,-0.00018493354837372325,-9.922935457749664e-05
14,9,0.0014212619617356,-0.00019718750641575051,-0.00011847949691181703
14,10,0.0016249124365865656,-0.0002107066126222786,-0.00014061976490129988
14,11,0.0018426751869801573,-0.0002252772355054802,-0.0001662368684138604
14,12,0.002075466907597526,-0.00024054860587457744,-0.0001959882528035407
14,13,0.002323772398729312,-0.00025597538736808105,-0.00023058442082853634
14,14,0.002587417682333688,-0.0002707463771222927,-0.0002707463771222927
14,15,0.0028652651529738975,-0.00028370336442103887,-0.00031712338056615573
14,16,0.003154824411175766,-0.00029326265704617514,-0.0003701519619705236
14,17,0.003451790467066248,-0.0002973662667497274,-0.0004298360768843609
14,18,0.0037495569446752207,-0.00029351074199375775,-0.0004954364079041067
14,19,0.004038811951053763,-0.00027892507205056643,-0.0005650845193035472
14,20,0.0043074070887763535,-0.00025098056005862755,-0.0006353976536043672
14,21,0.004540773071171018,-0.0002078843813721489,-0.0007012681300510085
14,22,0.004723175851520651,-0.00014959131135879218,-0.0007561109932856477
14,23,0.004839955693888603,-7.864348359870946e-05,-0.0007928765407638158
14,24,0.00488046281871807,-4.0273380017040797e-07,-0.0008058877902696981
14,25,0.004840761161488944,7.784320030900264e-05,-0.0007929152829110977
14,26,0.004724776418100065,0.00014880654350267475,-0.0007561879789626863
14,27,0.004543148074483594,0.00020712534783168604,-0.0007013823656228117
14,28,0.004310525722436693,0.00025025729349167827,-0.0006355476575945461
14,29,0.0040426334875002376,0.00027824734616345675,-0.0005652683330985414
14,30,0.0037540310301097794,0.0002928880005527597,-0.0004956516099144288
14,31,0.003456857486394718,0.0002968075547952805,-0.000430079800069177
14,32,0.0031604159205192183,0.0002927765547504251,-0.00037042091461027965
14,33,0.002871304376893868,0.0002832979240021049,-0.0003174138701475286
14,34,0.0025938200725150085,0.00027042906319845253,-0.000271054337180587
14,35,0.002330446250496963,0.0002557530211025152,-0.0002309054405749511
14,36,0.002082314030309978,0.00024042731322735202,-0.0001963176093485254
14,37,0.0018495916240422589,0.00022526239987477787,-0.00016656956138318493
14,38,0.0016317892305604223,0.00021080283212234006,-0.0001409505532284415
14,39,0.0014279859597975788,0.00019739855600523588,-0.00011880293757885851
14,40,0.0012369921185499506,0.0001852623470158006,-9.953984306685715e-05
14,41,0.0010574612657659776,0.00017451362682648324,-8.264832715895477e-05
14,42,0.0008879648648969841,0.00016521067463875274,-6.768471878338132e-05
14,43,0.0007270399164884721,0.00015737367426228428,-5.426625077856889e-05
14,44,0.0005732175163724155,0.0001510008560439038,-4.206133465786731e-05
14,45,0.0004250382044006645,0.0001460795912674658,-3.077972359870901e-05
14,46,0.0002810583338374839,0.00014259386479947267,-2.0163138228507813e-05
14,47,0.00013985047480171917,0.00014052916691874195,-9.976537886866762e-06
14,48,0.0,6.992523740085958e-05,-0.0
15,0,0.0,-7.419961433652028e-05,-0.0
15,1,0.00014839922867304056,-0.00014924433816965345,-9.540165468417919e-06
15,2,0.0002984886763393069,-0.00015175789126774556,-1.9307144198827558e-05
15,3,0.00045191501120853166,-0.00015593253285493315,-2.9534511825081482e-05
15,4,0.0006103537420491732,-0.00016180346534096286,-4.047467669023242e-05
15,5,0.0007755219418904574,-0.0001694171741548386,-5.240943778020169e-05
15,6,0.0009491880903588504,-0.00017882756265118243,-6.566188876079565e-05
15,7,0.0011331770671928222,-0.00019008958875685436,-8.061006318161635e-05
15,8,0.0013293672678725591,-0.0002032490750838008,-9.770258765124642e-05
15,9,0.0015396752173604238,-0.0002183267320117737,-0.00011747631436645576
15,10,0.0017660207318961065,-0.00023529358734471185,-0.00014057529436780627
15,11,0.0020102623920498475,-0.0002540339546824034,-0.00016776928250643525
15,12,0.0022740886412609134,-0.00027429090167936437,-0.00019996784458102242
15,13,0.0025588441954085763,-0.0002955882558564921,-0.00023822249266434005
15,14,0.0028652651529738975,-0.0003171233805661555,-0.00028370336442103887
15,15,0.0031930909565408873,-0.000337628077512571,-0.000337628077512571
15,16,0.0035405213079990395,-0.00035520432454554693,-0.000401108523568752
15,17,0.003903499605631981,-0.00036716227554671227,-0.0004748688615807911
15,18,0.004274845859092464,-0.00036992609675622046,-0.0005587828588329167
15,19,0.004643351799144422,-0.00035913114346580515,-0.0006512000278890272
15,20,0.004993108146024074,-0.0003300998592394109,-0.0007481126245230461
15,21,0.005303551517623244,-0.00027890043168644083,-0.0008424043636232697
15,22,0.005550909009396956,-0.00020404629053405888,-0.0009237283724872801
15,23,0.005711644098691362,-0.00010843943092929149,-0.0009798461418975553
15,24,0.005767787871255539,-4.212006990463729e-07,-0.0010000522683255558
15,25,0.005712486500089454,0.000107602451509042,-0.0009798811953847606
15,26,0.005552582968237455,0.00020322553783334993,-0.0009237980283359412
15,27,0.0053060354244227545,0.00027810659307048267,-0.0008425077228379012
15,28,0.00499636978209649,0.0003293434273279176,-0.0007482483467287702
15,29,0.004647348569766919,0.00035842234007660853,-0.0006513663410130707
15,30,0.004279525101943273,0.00036927479866614207,-0.0005589775719131104
15,31,0.003908798972434635,0.0003665779425546488,-0.0004750893806165222
15,32,0.003546369216833975,0.00035469593029837103,-0.0004013518703103738
15,33,0.003199407111837893,0.00033720404352612673,-0.000337890911066732
15,34,0.0028719611297817215,0.00031679151384208636,-0.0002839820055321471
15,35,0.0025658240841537204,0.0002953556904617318,-0.0002385129505162978
15,36,0.002281249748858258,0.00027416404461965164,-0.0002002658459487178
15,37,0.002017495994914417,0.0002540184363650212,-0.00016807030307322134
15,38,0.0017732128761282155,0.00023539421688959145,-0.0001408745920133675
15,39,0.0015467075611352342,0.0002185474576348399,-0.00011776896421907381
15,40,0.0013361179608585357,0.00020359294974260807,-9.798351868949007e-05
15,41,0.001139521661650018,0.00019055874121662672,-8.087409616281804e-05
15,42,0.0009550004784252823,0.00017942317409969495,-6.590377524731336e-05
15,43,0.0007806753134506282,0.00017013946046732424,-5.262390002929351e-05
15,44,0.0006147215574906338,0.00016265166507142768,-4.0656448169310174e-05
15,45,0.0004553719833077728,0.00015690490100778309,-2.967837811109107e-05
15,46,0.0003009117554750676,0.00015285169888318745,-1.9407984018445976e-05
15,47,0.00014966858554139788,0.0001504558777375338,-9.592991634586713e-06
15,48,0.0,7.483429277069894e-05,-0.0
16,0,0.0,-7.885855405292075e-05,-0.0
16,1,0.0001577171081058415,-0.0001586778954901386,-9.023098069320607e-06
16,2,0.0003173557909802772,-0.00016154236487473837,-1.8278995761832897e-05
