t,x,y
2767,16.8,17.2
2768,17.2,17.4
2769,17.2,17.8
2770,17.4,18.2
2771,17.8,18.2
2772,18.2,18.4
2773,18.2,18.8
2774,18.4,19.2
2775,18.8,19.2
2776,19.2,19.4
2777,19.2,19.8
2778,19.4,20.2
2779,19.8,20.2
2780,20.2,20.4
2781,20.2,20.8
2782,20.4,21.2
2783,20.8,21.2
2784,21.2,21.4
2785,21.2,21.8
2786,21.4,22.2
2787,21.8,22.2
2788,22.2,22.4
2789,22.2,22.8
2790,22.4,23.2
2791,22.8,23.2
2792,23.2,23.4
2793,23.2,23.8
2794,23.4,24.2
2795,23.8,24.2
2796,24.2,24.4
2797,24.2,24.8
2798,24.4,25.2
2799,24.8,25.2
2800,25.2,25.4
2801,25.2,25.8
2802,25.4,26.2
2803,25.8,26.2
2804,26.2,26.4
2805,26.2,26.8
2806,26.4,27.2
2807,26.8,27.2
2808,27.2,27.4
2809,27.2,27.8
2810,27.4,28.2
2811,27.8,28.2
2812,28.2,28.4
2813,28.2,28.8
2814,28.4,29.2
2815,28.8,29.2
2816,29.2,29.4
2817,29.2,29.8
2818,29.4,30.2
2819,29.8,30.2
2820,30.2,30.4
2821,30.2,30.8
2822,30.4,31.2
2823,30.8,31.2
2824,31.2,31.4
2825,31.2,31.8
2826,31.4,32.2
2827,31.8,32.2
2828,32.2,32.4
2829,32.2,32.8
2830,32.4,33.2
2831,32.8,33.2
2832,33.2,33.4
2833,33.2,33.8
2834,33.4,34.2
2835,33.8,34.2
2836,34.2,34.4
2837,34.2,34.8
2838,34.4,35.2
2839,34.8,35.2
2840,35.2,35.4
2841,35.2,35.8
2842,35.4,36.2
2843,35.8,36.2
2844,36.2,36.4
2845,36.2,36.8
2846,36.4,37.2
2847,36.8,37.2
2848,37.2,37.4
2849,37.2,37.8
2850,37.4,38.2
2851,37.8,38.2
2852,38.2,38.4
2853,38.2,38.8
2854,38.4,39.2
2855,38.8,39.2
2856,39.2,39.4
2857,39.2,39.8
2858,39.4,40.2
2859,39.8,40.2
2860,40.2,40.4
2861,40.2,40.8
2862,40.4,41.2
2863,40.8,41.2
2864,41.2,41.4
2865,41.2,41.8
2866,41.4,42.2
2867,41.8,42.2
2868,42.2,42.4
2869,42.2,42.8
2870,42.4,43.2
2871,42.8,43.2
2872,43.2,43.4
2873,43.2,43.8
2874,43.4,44.2
2875,43.8,44.2
2876,44.2,44.4
2877,44.2,44.8
2878,44.4,45.2
2879,44.8,45.2
2880,45.2,45.4
2881,45.2,45.8
2882,45.4,46.2
2883,45.8,46.2
2884,46.2,46.4
2885,46.2,46.8
2886,46.4,47.2
2887,46.8,47.2
2888,47.2,47.4
2889,47.2,47.8
2890,47.4,48.2
2891,47.8,48.2
2892,48.2,48.4
2903,0.8,1.2
2904,1.2,1.4
2905,1.2,1.8
2906,1.4,2.2
2907,1.8,2.2
2908,2.2,2.4
2909,2.2,2.8
2910,2.4,3.2
2911,2.8,3.2
2912,3.2,3.4
2913,3.2,3.8
2914,3.4,4.2
2915,3.8,4.2
2916,4.2,4.4
2917,4.2,4.8
2918,4.4,5.2
2919,4.8,5.2
2920,5.2,5.4
2921,5.2,5.8
2922,5.4,6.2
2923,5.8,6.2
2924,6.2,6.4
2925,6.2,6.8
2926,6.4,7.2
2927,6.8,7.2
2928,7.2,7.4
2929,7.2,7.8
2930,7.4,8.2
2931,7.8,8.2
2932,8.2,8.4
2933,8.2,8.8
2934,8.4,9.2
2935,8.8,9.2
2936,9.2,9.4
2937,9.2,9.8
2938,9.4,10.2
2939,9.8,10.2
2940,10.2,10.4
2941,10.2,10.8
2942,10.4,11.2
2943,10.8,11.2
2944,11.2,11.4
2945,11.2,11.8
2946,11.4,12.2
2947,11.8,12.2
2948,12.2,12.4
2949,12.2,12.8
2950,12.4,13.2
2951,12.8,13.2
2952,13.2,13.4
2953,13.2,13.8
2954,13.4,14.2
2955,13.8,14.2
2956,14.2,14.4
2957,14.2,14.8
2958,14.4,15.2
2959,14.8,15.2
2960,15.2,15.4
2961,15.2,15.8
2962,15.4,16.2
2963,15.8,16.2
2964,16.2,16.4
2965,16.2,16.8
2966,16.4,17.2
2967,16.8,17.2
2968,17.2,17.4
2969,17.2,17.8
2970,17.4,18.2
2971,17.8,18.2
2972,18.2,18.4
2973,18.2,18.8
2974,18.4,19.2
2975,18.8,19.2
2976,19.2,19.4
2977,19.2,19.8
2978,19.4,20.2
2979,19.8,20.2
2980,20.2,20.4
2981,20.2,20.8
2982,20.4,21.2
2983,20.8,21.2
2984,21.2,21.4
2985,21.2,21.8
2986,21.4,22.2
2987,21.8,22.2
2988,22.2,22.4
2989,22.2,22.8
2990,22.4,23.2
2991,22.8,23.2
2992,23.2,23.4
2993,23.2,23.8
2994,23.4,24.2
2995,23.8,24.2
2996,24.2,24.4
2997,24.2,24.8
2998,24.4,25.2
2999,24.8,25.2
3000,25.2,25.4
3001,25.2,25.8
3002,25.4,26.2
3003,25.8,26.2
3004,26.2,26.4
3005,26.2,26.8
3006,26.4,27.2
3007,26.8,27.2
3008,27.2,27.4
3009,27.2,27.8
3010,27.4,28.2
3011,27.8,28.2
3012,28.2,28.4
3013,28.2,28.8
3014,28.4,29.2
3015,28.8,29.2
3016,29.2,29.4
3017,29.2,29.8
3018,29.4,30.2
3019,29.8,30.2
3020,30.2,30.4
3021,30.2,30.8
3022,30.4,31.2
3023,30.8,31.2
3024,31.2,31.4
3025,31.2,31.8
3026,31.4,32.2
3027,31.8,32.2
3028,32.2,32.4
3029,32.2,32.8
3030,32.4,33.2
3031,32.8,33.2
3032,33.2,33.4
3033,33.2,33.8
3034,33.4,34.2
3035,33.8,34.2
3036,34.2,34.4
3037,34.2,34.8
3038,34.4,35.2
3039,34.8,35.2
3040,35.2,35.4
3041,35.2,35.8
3042,35.4,36.2
3043,35.8,36.2
3044,36.2,36.4
3045,36.2,36.8
3046,36.4,37.2
3047,36.8,37.2
3048,37.2,37.4
3049,37.2,37.8
3050,37.4,38.2
3051,37.8,38.2
3052,38.2,38.4
3053,38.2,38.8
3054,38.4,39.2
3055,38.8,39.2
3056,39.2,39.4
3057,39.2,39.8
3058,39.4,40.2
3059,39.8,40.2
3060,40.2,40.4
3061,40.2,40.8
3062,40.4,41.2
3063,40.8,41.2
3064,41.2,41.4
3065,41.2,41.8
3066,41.4,42.2
3067,41.8,42.2
3068,42.2,42.4
3069,42.2,42.8
3070,42.4,43.2
3071,42.8,43.2
3072,43.2,43.4
3073,43.2,43.8
3074,43.4,44.2
3075,43.8,44.2
3076,44.2,44.4
3077,44.2,44.8
3078,44.4,45.2
3079,44.8,45.2
3080,45.2,45.4
3081,45.2,45.8
3082,45.4,46.2
3083,45.8,46.2
3084,46.2,46.4
3085,46.2,46.8
3086,46.4,47.2
3087,46.8,47.2
3088,47.2,47.4
3089,47.2,47.8
3090,47.4,48.2
3091,47.8,48.2
3092,48.2,48.4
3103,0.8,1.2
3104,1.2,1.4
3105,1.2,1.8
3106,1.4,2.2
3107,1.8,2.2
3108,2.2,2.4
3109,2.2,2.8
3110,2.4,3.2
3111,2.8,3.2
3112,3.2,3.4
3113,3.2,3.8
3114,3.4,4.2
3115,3.8,4.2
3116,4.2,4.4
3117,4.2,4.8
3118,4.4,5.2
3119,4.8,5.2
3120,5.2,5.4
3121,5.2,5.8
3122,5.4,6.2
3123,5.8,6.2
3124,6.2,6.4
3125,6.2,6.8
3126,6.4,7.2
3127,6.8,7.2
3128,7.2,7.4
3129,7.2,7.8
3130,7.4,8.2
3131,7.8,8.2
3132,8.2,8.4
3133,8.2,8.8
3134,8.4,9.2
3135,8.8,9.2
3136,9.2,9.4
3137,9.2,9.8
3138,9.4,10.2
3139,9.8,10.2
3140,10.2,10.4
3141,10.2,10.8
3142,10.4,11.2
3143,10.8,11.2
3144,11.2,11.4
3145,11.2,11.8
3146,11.4,12.2
3147,11.8,12.2
3148,12.2,12.4
3149,12.2,12.8
3150,12.4,13.2
3151,12.8,13.2
3152,13.2,13.4
3153,13.2,13.8
3154,13.4,14.2
3155,13.8,14.2
3156,14.2,14.4
3157,14.2,14.8
3158,14.4,15.2
3159,14.8,15.2
3160,15.2,15.4
3161,15.2,15.8
3162,15.4,16.2
3163,15.8,16.2
3164,16.2,16.4
3165,16.2,16.8
3166,16.4,17.2
3167,16.8,17.2
3168,17.2,17.4
3169,17.2,17.8
3170,17.4,18.2
3171,17.8,18.2
3172,18.2,18.4
3173,18.2,18.8
3174,18.4,19.2
3175,18.8,19.2
3176,19.2,19.4
3177,19.2,19.8
3178,19.4,20.2
3179,19.8,20.2
3180,20.2,20.4
3181,20.2,20.8
3182,20.4,21.2
3183,20.8,21.2
3184,21.2,21.4
3185,21.2,21.8
3186,21.4,22.2
3187,21.8,22.2
3188,22.2,22.4
3189,22.2,22.8
3190,22.4,23.2
3191,22.8,23.2
3192,23.2,23.4
3193,23.2,23.8
3194,23.4,24.2
3195,23.8,24.2
3196,24.2,24.4
3197,24.2,24.8
3198,24.4,25.2
3199,24.8,25.2
3200,25.2,25.4
3201,25.2,25.8
3202,25.4,26.2
3203,25.8,26.2
3204,26.2,26.4
3205,26.2,26.8
3206,26.4,27.2
3207,26.8,27.2
3208,27.2,27.4
3209,27.2,27.8
3210,27.4,28.2
3211,27.8,28.2
3212,28.2,28.4
3213,28.2,28.8
3214,28.4,29.2
3215,28.8,29.2
3216,29.2,29.4
3217,29.2,29.8
3218,29.4,30.2
3219,29.8,30.2
3220,30.2,30.4
3221,30.2,30.8
3222,30.4,31.2
3223,30.8,31.2
3224,31.2,31.4
3225,31.2,31.8
3226,31.4,32.2
3227,31.8,32.2
3228,32.2,32.4
3229,32.2,32.8
3230,32.4,33.2
3231,32.8,33.2
3232,33.2,33.4
3233,33.2,33.8
3234,33.4,34.2
3235,33.8,34.2
3236,34.2,34.4
3237,34.2,34.8
3238,34.4,35.2
3239,34.8,35.2
3240,35.2,35.4
3241,35.2,35.8
3242,35.4,36.2
3243,35.8,36.2
3244,36.2,36.4
3245,36.2,36.8
3246,36.4,37.2
3247,36.8,37.2
3248,37.2,37.4
3249,37.2,37.8
3250,37.4,38.2
3251,37.8,38.2
3252,38.2,38.4
3253,38.2,38.8
3254,38.4,39.2
3255,38.8,39.2
3256,39.2,39.4
3257,39.2,39.8
3258,39.4,40.2
3259,39.8,40.2
3260,40.2,40.4
3261,40.2,40.8
3262,40.4,41.2
3263,40.8,41.2
3264,41.2,41.4
3265,41.2,41.8
3266,41.4,42.2
3267,41.8,42.2
3268,42.2,42.4
3269,42.2,42.8
3270,42.4,43.2
3271,42.8,43.2
3272,43.2,43.4
3273,43.2,43.8
3274,43.4,44.2
3275,43.8,44.2
3276,44.2,44.4
3277,44.2,44.8
3278,44.4,45.2
3279,44.8,45.2
3280,45.2,45.4
3281,45.2,45.8
3282,45.4,46.2
3283,45.8,46.2
3284,46.2,46.4
3285,46.2,46.8
3286,46.4,47.2
3287,46.8,47.2
3288,47.2,47.4
3289,47.2,47.8
3290,47.4,48.2
3291,47.8,48.2
3292,48.2,48.4
3303,0.8,1.2
3304,1.2,1.4
3305,1.2,1.8
3306,1.4,2.2
3307,1.8,2.2
3308,2.2,2.4
3309,2.2,2.8
3310,2.4,3.2
3311,2.8,3.2
3312,3.2,3.4
3313,3.2,3.8
3314,3.4,4.2
3315,3.8,4.2
3316,4.2,4.4
3317,4.2,4.8
3318,4.4,5.2
3319,4.8,5.2
3320,5.2,5.4
3321,5.2,5.8
3322,5.4,6.2
3323,5.8,6.2
3324,6.2,6.4
3325,6.2,6.8
3326,6.4,7.2
3327,6.8,7.2
3328,7.2,7.4
3329,7.2,7.8
3330,7.4,8.2
3331,7.8,8.2
3332,8.2,8.4
3333,8.2,8.8
3334,8.4,9.2
3335,8.8,9.2
3336,9.2,9.4
3337,9.2,9.8
3338,9.4,10.2
3339,9.8,10.2
3340,10.2,10.4
3341,10.2,10.8
3342,10.4,11.2
3343,10.8,11.2
3344,11.2,11.4
3345,11.2,11.8
3346,11.4,12.2
3347,11.8,12.2
3348,12.2,12.4
3349,12.2,12.8
3350,12.4,13.2
3351,12.8,13.2
3352,13.2,13.4
3353,13.2,13.8
3354,13.4,14.2
3355,13.8,14.2
3356,14.2,14.4
3357,14.2,14.8
3358,14.4,15.2
3359,14.8,15.2
3360,15.2,15.4
3361,15.2,15.8
3362,15.4,16.2
3363,15.8,16.2
3364,16.2,16.4
3365,16.2,16.8
3366,16.4,17.2
3367,16.8,17.2
3368,17.2,17.4
3369,17.2,17.8
3370,17.4,18.2
3371,17.8,18.2
3372,18.2,18.4
3373,18.2,18.8
3374,18.4,19.2
3375,18.8,19.2
3376,19.2,19.4
3377,19.2,19.8
3378,19.4,20.2
3379,19.8,20.2
3380,20.2,20.4
3381,20.2,20.8
3382,20.4,21.2
3383,20.8,21.2
3384,21.2,21.4
3385,21.2,21.8
3386,21.4,22.2
3387,21.8,22.2
3388,22.2,22.4
3389,22.2,22.8
3390,22.4,23.2
3391,22.8,23.2
3392,23.2,23.4
3393,23.2,23.8
3394,23.4,24.2
3395,23.8,24.2
3396,24.2,24.4
3397,24.2,24.8
3398,24.4,25.2
3399,24.8,25.2
3400,25.2,25.4
3401,25.2,25.8
3402,25.4,26.2
3403,25.8,26.2
3404,26.2,26.4
3405,26.2,26.8
3406,26.4,27.2
3407,26.8,27.2
3408,27.2,27.4
3409,27.2,27.8
3410,27.4,28.2
3411,27.8,28.2
3412,28.2,28.4
3413,28.2,28.8
3414,28.4,29.2
3415,28.8,29.2
3416,29.2,29.4
3417,29.2,29.8
3418,29.4,30.2
3419,29.8,30.2
3420,30.2,30.4
3421,30.2,30.8
3422,30.4,31.2
3423,30.8,31.2
3424,31.2,31.4
3425,31.2,31.8
3426,31.4,32.2
3427,31.8,32.2
3428,32.2,32.4
3429,32.2,32.8
3430,32.4,33.2
3431,32.8,33.2
3432,33.2,33.4
3433,33.2,33.8
3434,33.4,34.2
3435,33.8,34.2
3436,34.2,34.4
3437,34.2,34.8
3438,34.4,35.2
3439,34.8,35.2
3440,35.2,35.4
3441,35.2,35.8
3442,35.4,36.2
3443,35.8,36.2
3444,36.2,36.4
3445,36.2,36.8
3446,36.4,37.2
3447,36.8,37.2
3448,37.2,37.4
3449,37.2,37.8
3450,37.4,38.2
3451,37.8,38.2
3452,38.2,38.4
3453,38.2,38.8
3454,38.4,39.2
3455,38.8,39.2
3456,39.2,39.4
3457,39.2,39.8
3458,39.4,40.2
3459,39.8,40.2
3460,40.2,40.4
3461,40.2,40.8
3462,40.4,41.2
3463,40.8,41.2
3464,41.2,41.4
3465,41.2,41.8
3466,41.4,42.2
3467,41.8,42.2
3468,42.2,42.4
3469,42.2,42.8
3470,42.4,43.2
3471,42.8,43.2
3472,43.2,43.4
3473,43.2,43.8
3474,43.4,44.2
3475,43.8,44.2
3476,44.2,44.4
3477,44.2,44.8
3478,44.4,45.2
3479,44.8,45.2
3480,45.2,45.4
3481,45.2,45.8
3482,45.4,46.2
3483,45.8,46.2
3484,46.2,46.4
3485,46.2,46.8
3486,46.4,47.2
3487,46.8,47.2
3488,47.2,47.4
3489,47.2,47.8
3490,47.4,48.2
3491,47.8,48.2
3492,48.2,48.4
3503,0.8,1.2
3504,1.2,1.4
3505,1.2,1.8
3506,1.4,2.2
3507,1.8,2.2
3508,2.2,2.4
3509,2.2,2.8
3510,2.4,3.2
3511,2.8,3.2
3512,3.2,3.4
3513,3.2,3.8
3514,3.4,4.2
3515,3.8,4.2
3516,4.2,4.4
3517,4.2,4.8
3518,4.4,5.2
3519,4.8,5.2
3520,5.2,5.4
3521,5.2,5.8
3522,5.4,6.2
3523,5.8,6.2
3524,6.2,6.4
3525,6.2,6.8
3526,6.4,7.2
3527,6.8,7.2
3528,7.2,7.4
3529,7.2,7.8
3530,7.4,8.2
3531,7.8,8.2
3532,8.2,8.4
3533,8.2,8.8
3534,8.4,9.2
3535,8.8,9.2
3536,9.2,9.4
3537,9.2,9.8
3538,9.4,10.2
3539,9.8,10.2
3540,10.2,10.4
3541,10.2,10.8
3542,10.4,11.2
3543,10.8,11.2
3544,11.2,11.4
3545,11.2,11.8
3546,11.4,12.2
3547,11.8,12.2
3548,12.2,12.4
3549,12.2,12.8
3550,12.4,13.2
3551,12.8,13.2
3552,13.2,13.4
3553,13.2,13.8
3554,13.4,14.2
3555,13.8,14.2
3556,14.2,14.4
3557,14.2,14.8
3558,14.4,15.2
3559,14.8,15.2
3560,15.2,15.4
3561,15.2,15.8
3562,15.4,16.2
3563,15.8,16.2
3564,16.2,16.4
3565,16.2,16.8
3566,16.4,17.2
3567,16.8,17.2
3568,17.2,17.4
3569,17.2,17.8
3570,17.4,18.2
3571,17.8,18.2
3572,18.2,18.4
3573,18.2,18.8
3574,18.4,19.2
3575,18.8,19.2
3576,19.2,19.4
3577,19.2,19.8
3578,19.4,20.2
3579,19.8,20.2
3580,20.2,20.4
3581,20.2,20.8
3582,20.4,21.2
3583,20.8,21.2
3584,21.2,21.4
3585,21.2,21.8
3586,21.4,22.2
3587,21.8,22.2
3588,22.2,22.4
3589,22.2,22.8
3590,22.4,23.2
3591,22.8,23.2
3592,23.2,23.4
3593,23.2,23.8
3594,23.4,24.2
3595,23.8,24.2
3596,24.2,24.4
3597,24.2,24.8
3598,24.4,25.2
3599,24.8,25.2
3600,25.2,25.4
3601,25.2,25.8
3602,25.4,26.2
3603,25.8,26.2
3604,26.2,26.4
3605,26.2,26.8
3606,26.4,27.2
3607,26.8,27.2
3608,27.2,27.4
3609,27.2,27.8
3610,27.4,28.2
3611,27.8,28.2
3612,28.2,28.4
3613,28.2,28.8
3614,28.4,29.2
3615,28.8,29.2
3616,29.2,29.4
3617,29.2,29.8
3618,29.4,30.2
3619,29.8,30.2
3620,30.2,30.4
3621,30.2,30.8
3622,30.4,31.2
3623,30.8,31.2
3624,31.2,31.4
3625,31.2,31.8
3626,31.4,32.2
3627,31.8,32.2
3628,32.2,32.4
3629,32.2,32.8
3630,32.4,33.2
3631,32.8,33.2
3632,33.2,33.4
3633,33.2,33.8
3634,33.4,34.2
3635,33.8,34.2
3636,34.2,34.4
3637,34.2,34.8
3638,34.4,35.2
3639,34.8,35.2
3640,35.2,35.4
3641,35.2,35.8
3642,35.4,36.2
3643,35.8,36.2
3644,36.2,36.4
3645,36.2,36.8
3646,36.4,37.2
3647,36.8,37.2
3648,37.2,37.4
3649,37.2,37.8
3650,37.4,38.2
3651,37.8,38.2
3652,38.2,38.4
3653,38.2,38.8
3654,38.4,39.2
3655,38.8,39.2
3656,39.2,39.4
3657,39.2,39.8
3658,39.4,40.2
3659,39.8,40.2
3660,40.2,40.4
3661,40.2,40.8
3662,40.4,41.2
3663,40.8,41.2
3664,41.2,41.4
3665,41.2,41.8
3666,41.4,42.2
3667,41.8,42.2
3668,42.2,42.4
3669,42.2,42.8
3670,42.4,43.2
3671,42.8,43.2
3672,43.2,43.4
3673,43.2,43.8
3674,43.4,44.2
3675,43.8,44.2
3676,44.2,44.4
3677,44.2,44.8
3678,44.4,45.2
3679,44.8,45.2
3680,45.2,45.4
3681,45.2,45.8
3682,45.4,46.2
3683,45.8,46.2
3684,46.2,46.4
3685,46.2,46.8
3686,46.4,47.2
3687,46.8,47.2
3688,47.2,47.4
3689,47.2,47.8
3690,47.4,48.2
3691,47.8,48.2
3692,48.2,48.4
3703,0.8,1.2
3704,1.2,1.4
3705,1.2,1.8
3706,1.4,2.2
3707,1.8,2.2
3708,2.2,2.4
3709,2.2,2.8
3710,2.4,3.2
3711,2.8,3.2
3712,3.2,3.4
3713,3.2,3.8
3714,3.4,4.2
3715,3.8,4.2
3716,4.2,4.4
3717,4.2,4.8
3718,4.4,5.2
3719,4.8,5.2
3720,5.2,5.4
3721,5.2,5.8
3722,5.4,6.2
3723,5.8,6.2
3724,6.2,6.4
3725,6.2,6.8
3726,6.4,7.2
3727,6.8,7.2
3728,7.2,7.4
3729,7.2,7.8
3730,7.4,8.2
3731,7.8,8.2
3732,8.2,8.4
3733,8.2,8.8
3734,8.4,9.2
3735,8.8,9.2
3736,9.2,9.4
3737,9.2,9.8
3738,9.4,10.2
3739,9.8,10.2
3740,10.2,10.4
3741,10.2,10.8
3742,10.4,11.2
3743,10.8,11.2
3744,11.2,11.4
3745,11.2,11.8
3746,11.4,12.2
3747,11.8,12.2
3748,12.2,12.4
3749,12.2,12.8
3750,12.4,13.2
3751,12.8,13.2
3752,13.2,13.4
3753,13.2,13.8
3754,13.4,14.2
3755,13.8,14.2
3756,14.2,14.4
3757,14.2,14.8
3758,14.4,15.2
3759,14.8,15.2
3760,15.2,15.4
3761,15.2,15.8
3762,15.4,16.2
3763,15.8,16.2
3764,16.2,16.4
3765,16.2,16.8
3766,16.4,17.2
3767,16.8,17.2
3768,17.2,17.4
3769,17.2,17.8
3770,17.4,18.2
3771,17.8,18.2
3772,18.2,18.4
3773,18.2,18.8
3774,18.4,19.2
3775,18.8,19.2
3776,19.2,19.4
3777,19.2,19.8
3778,19.4,20.2
3779,19.8,20.2
3780,20.2,20.4
3781,20.2,20.8
3782,20.4,21.2
3783,20.8,21.2
3784,21.2,21.4
3785,21.2,21.8
3786,21.4,22.2
3787,21.8,22.2
3788,22.2,22.4
3789,22.2,22.8
3790,22.4,23.2
3791,22.8,23.2
3792,23.2,23.4
3793,23.2,23.8
3794,23.4,24.2
3795,23.8,24.2
3796,24.2,24.4
3797,24.2,24.8
3798,24.4,25.2
3799,24.8,25.2
3800,25.2,25.4
3801,25.2,25.8
3802,25.4,26.2
3803,25.8,26.2
3804,26.2,26.4
3805,26.2,26.8
3806,26.4,27.2
3807,26.8,27.2
3808,27.2,27.4
3809,27.2,27.8
3810,27.4,28.2
3811,27.8,28.2
3812,28.2,28.4
3813,28.2,28.8
3814,28.4,29.2
3815,28.8,29.2
3816,29.2,29.4
3817,29.2,29.8
3818,29.4,30.2
3819,29.8,30.2
3820,30.2,30.4
3821,30.2,30.8
3822,30.4,31.2
3823,30.8,31.2
3824,31.2,31.4
3825,31.2,31.8
3826,31.4,32.2
3827,31.8,32.2
3828,32.2,32.4
3829,32.2,32.8
3830,32.4,33.2
3831,32.8,33.2
3832,33.2,33.4
3833,33.2,33.8
3834,33.4,34.2
3835,33.8,34.2
3836,34.2,34.4
3837,34.2,34.8
3838,34.4,35.2
3839,34.8,35.2
3840,35.2,35.4
3841,35.2,35.8
3842,35.4,36.2
3843,35.8,36.2
3844,36.2,36.4
3845,36.2,36.8
3846,36.4,37.2
3847,36.8,37.2
3848,37.2,37.4
3849,37.2,37.8
3850,37.4,38.2
3851,37.8,38.2
3852,38.2,38.4
3853,38.2,38.8
3854,38.4,39.2
3855,38.8,39.2
3856,39.2,39.4
3857,39.2,39.8
3858,39.4,40.2
3859,39.8,40.2
3860,40.2,40.4
3861,40.2,40.8
3862,40.4,41.2
3863,40.8,41.2
3864,41.2,41.4
3865,41.2,41.8
3866,41.4,42.2
3867,41.8,42.2
3868,42.2,42.4
3869,42.2,42.8
3870,42.4,43.2
3871,42.8,43.2
3872,43.2,43.4
3873,43.2,43.8
3874,43.4,44.2
3875,43.8,44.2
3876,44.2,44.4
3877,44.2,44.8
3878,44.4,45.2
3879,44.8,45.2
3880,45.2,45.4
3881,45.2,45.8
3882,45.4,46.2
3883,45.8,46.2
3884,46.2,46.4
3885,46.2,46.8
3886,46.4,47.2
3887,46.8,47.2
3888,47.2,47.4
3889,47.2,47.8
3890,47.4,48.2
3891,47.8,48.2
3892,48.2,48.4
3903,0.8,1.2
3904,1.2,1.4
3905,1.2,1.8
3906,1.4,2.2
3907,1.8,2.2
3908,2.2,2.4
3909,2.2,2.8
3910,2.4,3.2
3911,2.8,3.2
3912,3.2,3.4
3913,3.2,3.8
3914,3.4,4.2
3915,3.8,4.2
3916,4.2,4.4
3917,4.2,4.8
3918,4.4,5.2
3919,4.8,5.2
3920,5.2,5.4
3921,5.2,5.8
3922,5.4,6.2
3923,5.8,6.2
3924,6.2,6.4
3925,6.2,6.8
3926,6.4,7.2
3927,6.8,7.2
3928,7.2,7.4
3929,7.2,7.8
3930,7.4,8.2
3931,7.8,8.2
3932,8.2,8.4
3933,8.2,8.8
3934,8.4,9.2
3935,8.8,9.2
3936,9.2,9.4
3937,9.2,9.8
3938,9.4,10.2
3939,9.8,10.2
3940,10.2,10.4
3941,10.2,10.8
3942,10.4,11.2
3943,10.8,11.2
3944,11.2,11.4
3945,11.2,11.8
3946,11.4,12.2
3947,11.8,12.2
3948,12.2,12.4
3949,12.2,12.8
3950,12.4,13.2
3951,12.8,13.2
3952,13.2,13.4
3953,13.2,13.8
3954,13.4,14.2
3955,13.8,14.2
3956,14.2,14.4
3957,14.2,14.8
3958,14.4,15.2
3959,14.8,15.2
3960,15.2,15.4
3961,15.2,15.8
3962,15.4,16.2
3963,15.8,16.2
3964,16.2,16.4
3965,16.2,16.8
3966,16.4,17.2
3967,16.8,17.2
3968,17.2,17.4
3969,17.2,17.8
3970,17.4,18.2
3971,17.8,18.2
3972,18.2,18.4
3973,18.2,18.8
3974,18.4,19.2
3975,18.8,19.2
3976,19.2,19.4
3977,19.2,19.8
3978,19.4,20.2
3979,19.8,20.2
3980,20.2,20.4
3981,20.2,20.8
3982,20.4,21.2
3983,20.8,21.2
3984,21.2,21.4
3985,21.2,21.8
3986,21.4,22.2
3987,21.8,22.2
3988,22.2,22.4
3989,22.2,22.8
3990,22.4,23.2
3991,22.8,23.2
3992,23.2,23.4
3993,23.2,23.8
3994,23.4,24.2
3995,23.8,24.2
3996,24.2,24.4
3997,24.2,24.8
3998,24.4,25.2
3999,24.8,25.2
4000,25.2,25.4
4001,25.2,25.8
4002,25.4,26.2
4003,25.8,26.2
4004,26.2,26.4
4005,26.2,26.8
4006,26.4,27.2
4007,26.8,27.2
4008,27.2,27.4
4009,27.2,27.8
4010,27.4,28.2
4011,27.8,28.2
4012,28.2,28.4
4013,28.2,28.8
4014,28.4,29.2
4015,28.8,29.2
4016,29.2,29.4
4017,29.2,29.8
4018,29.4,30.2
4019,29.8,30.2
4020,30.2,30.4
4021,30.2,30.8
4022,30.4,31.2
4023,30.8,31.2
4024,31.2,31.4
4025,31.2,31.8
4026,31.4,32.2
4027,31.8,32.2
4028,32.2,32.4
4029,32.2,32.8
4030,32.4,33.2
4031,32.8,33.2
4032,33.2,33.4
4033,33.2,33.8
4034,33.4,34.2
4035,33.8,34.2
4036,34.2,34.4
4037,34.2,34.8
4038,34.4,35.2
4039,34.8,35.2
4040,35.2,35.4
4041,35.2,35.8
4042,35.4,36.2
4043,35.8,36.2
4044,36.2,36.4
4045,36.2,36.8
4046,36.4,37.2
4047,36.8,37.2
4048,37.2,37.4
4049,37.2,37.8
4050,37.4,38.2
4051,37.8,38.2
4052,38.2,38.4
4053,38.2,38.8
4054,38.4,39.2
4055,38.8,39.2
4056,39.2,39.4
4057,39.2,39.8
4058,39.4,40.2
4059,39.8,40.2
4060,40.2,40.4
4061,40.2,40.8
4062,40.4,41.2
4063,40.8,41.2
4064,41.2,41.4
4065,41.2,41.8
4066,41.4,42.2
4067,41.8,42.2
4068,42.2,42.4
4069,42.2,42.8
4070,42.4,43.2
4071,42.8,43.2
4072,43.2,43.4
4073,43.2,43.8
4074,43.4,44.2
4075,43.8,44.2
4076,44.2,44.4
4077,44.2,44.8
4078,44.4,45.2
4079,44.8,45.2
4080,45.2,45.4
4081,45.2,45.8
4082,45.4,46.2
4083,45.8,46.2
4084,46.2,46.4
4085,46.2,46.8
4086,46.4,47.2
4087,46.8,47.2
4088,47.2,47.4
4089,47.2,47.8
4090,47.4,48.2
4091,47.8,48.2
4092,48.2,48.4
4103,0.8,1.2
4104,1.2,1.4
4105,1.2,1.8
4106,1.4,2.2
4107,1.8,2.2
4108,2.2,2.4
