t,x,y
1425,31.2,31.8
1426,31.4,32.2
1427,31.8,32.2
1428,32.2,32.4
1429,32.2,32.8
1430,32.4,33.2
1431,32.8,33.2
1432,33.2,33.4
1433,33.2,33.8
1434,33.4,34.2
1435,33.8,34.2
1436,34.2,34.4
1437,34.2,34.8
1438,34.4,35.2
1439,34.8,35.2
1440,35.2,35.4
1441,35.2,35.8
1442,35.4,36.2
1443,35.8,36.2
1444,36.2,36.4
1445,36.2,36.8
1446,36.4,37.2
1447,36.8,37.2
1448,37.2,37.4
1449,37.2,37.8
1450,37.4,38.2
1451,37.8,38.2
1452,38.2,38.4
1453,38.2,38.8
1454,38.4,39.2
1455,38.8,39.2
1456,39.2,39.4
1457,39.2,39.8
1458,39.4,40.2
1459,39.8,40.2
1460,40.2,40.4
1461,40.2,40.8
1462,40.4,41.2
1463,40.8,41.2
1464,41.2,41.4
1465,41.2,41.8
1466,41.4,42.2
1467,41.8,42.2
1468,42.2,42.4
1469,42.2,42.8
1470,42.4,43.2
1471,42.8,43.2
1472,43.2,43.4
1473,43.2,43.8
1474,43.4,44.2
1475,43.8,44.2
1476,44.2,44.4
1477,44.2,44.8
1478,44.4,45.2
1479,44.8,45.2
1480,45.2,45.4
1481,45.2,45.8
1482,45.4,46.2
1483,45.8,46.2
1484,46.2,46.4
1485,46.2,46.8
1486,46.4,47.2
1487,46.8,47.2
1488,47.2,47.4
1489,47.2,47.8
1490,47.4,48.2
1491,47.8,48.2
1492,48.2,48.4
1503,0.8,1.2
1504,1.2,1.4
1505,1.2,1.8
1506,1.4,2.2
1507,1.8,2.2
1508,2.2,2.4
1509,2.2,2.8
1510,2.4,3.2
1511,2.8,3.2
1512,3.2,3.4
1513,3.2,3.8
1514,3.4,4.2
1515,3.8,4.2
1516,4.2,4.4
1517,4.2,4.8
1518,4.4,5.2
1519,4.8,5.2
1520,5.2,5.4
1521,5.2,5.8
1522,5.4,6.2
1523,5.8,6.2
1524,6.2,6.4
1525,6.2,6.8
1526,6.4,7.2
1527,6.8,7.2
1528,7.2,7.4
1529,7.2,7.8
1530,7.4,8.2
1531,7.8,8.2
1532,8.2,8.4
1533,8.2,8.8
1534,8.4,9.2
1535,8.8,9.2
1536,9.2,9.4
1537,9.2,9.8
1538,9.4,10.2
1539,9.8,10.2
1540,10.2,10.4
1541,10.2,10.8
1542,10.4,11.2
1543,10.8,11.2
1544,11.2,11.4
1545,11.2,11.8
1546,11.4,12.2
1547,11.8,12.2
1548,12.2,12.4
1549,12.2,12.8
1550,12.4,13.2
1551,12.8,13.2
1552,13.2,13.4
1553,13.2,13.8
1554,13.4,14.2
1555,13.8,14.2
1556,14.2,14.4
1557,14.2,14.8
1558,14.4,15.2
1559,14.8,15.2
1560,15.2,15.4
1561,15.2,15.8
1562,15.4,16.2
1563,15.8,16.2
1564,16.2,16.4
1565,16.2,16.8
1566,16.4,17.2
1567,16.8,17.2
1568,17.2,17.4
1569,17.2,17.8
1570,17.4,18.2
1571,17.8,18.2
1572,18.2,18.4
1573,18.2,18.8
1574,18.4,19.2
1575,18.8,19.2
1576,19.2,19.4
1577,19.2,19.8
1578,19.4,20.2
1579,19.8,20.2
1580,20.2,20.4
1581,20.2,20.8
1582,20.4,21.2
1583,20.8,21.2
1584,21.2,21.4
1585,21.2,21.8
1586,21.4,22.2
1587,21.8,22.2
1588,22.2,22.4
1589,22.2,22.8
1590,22.4,23.2
1591,22.8,23.2
1592,23.2,23.4
1593,23.2,23.8
1594,23.4,24.2
1595,23.8,24.2
1596,24.2,24.4
1597,24.2,24.8
1598,24.4,25.2
1599,24.8,25.2
1600,25.2,25.4
1601,25.2,25.8
1602,25.4,26.2
1603,25.8,26.2
1604,26.2,26.4
1605,26.2,26.8
1606,26.4,27.2
1607,26.8,27.2
1608,27.2,27.4
1609,27.2,27.8
1610,27.4,28.2
1611,27.8,28.2
1612,28.2,28.4
1613,28.2,28.8
1614,28.4,29.2
1615,28.8,29.2
1616,29.2,29.4
1617,29.2,29.8
1618,29.4,30.2
1619,29.8,30.2
1620,30.2,30.4
1621,30.2,30.8
1622,30.4,31.2
1623,30.8,31.2
1624,31.2,31.4
1625,31.2,31.8
1626,31.4,32.2
1627,31.8,32.2
1628,32.2,32.4
1629,32.2,32.8
1630,32.4,33.2
1631,32.8,33.2
1632,33.2,33.4
1633,33.2,33.8
1634,33.4,34.2
1635,33.8,34.2
1636,34.2,34.4
1637,34.2,34.8
1638,34.4,35.2
1639,34.8,35.2
1640,35.2,35.4
1641,35.2,35.8
1642,35.4,36.2
1643,35.8,36.2
1644,36.2,36.4
1645,36.2,36.8
1646,36.4,37.2
1647,36.8,37.2
1648,37.2,37.4
1649,37.2,37.8
1650,37.4,38.2
1651,37.8,38.2
1652,38.2,38.4
1653,38.2,38.8
1654,38.4,39.2
1655,38.8,39.2
1656,39.2,39.4
1657,39.2,39.8
1658,39.4,40.2
1659,39.8,40.2
1660,40.2,40.4
1661,40.2,40.8
1662,40.4,41.2
1663,40.8,41.2
1664,41.2,41.4
1665,41.2,41.8
1666,41.4,42.2
1667,41.8,42.2
1668,42.2,42.4
1669,42.2,42.8
1670,42.4,43.2
1671,42.8,43.2
1672,43.2,43.4
1673,43.2,43.8
1674,43.4,44.2
1675,43.8,44.2
1676,44.2,44.4
1677,44.2,44.8
1678,44.4,45.2
1679,44.8,45.2
1680,45.2,45.4
1681,45.2,45.8
1682,45.4,46.2
1683,45.8,46.2
1684,46.2,46.4
1685,46.2,46.8
1686,46.4,47.2
1687,46.8,47.2
1688,47.2,47.4
1689,47.2,47.8
1690,47.4,48.2
1691,47.8,48.2
1692,48.2,48.4
1703,0.8,1.2
1704,1.2,1.4
1705,1.2,1.8
1706,1.4,2.2
1707,1.8,2.2
1708,2.2,2.4
1709,2.2,2.8
1710,2.4,3.2
1711,2.8,3.2
1712,3.2,3.4
1713,3.2,3.8
1714,3.4,4.2
1715,3.8,4.2
1716,4.2,4.4
1717,4.2,4.8
1718,4.4,5.2
1719,4.8,5.2
1720,5.2,5.4
1721,5.2,5.8
1722,5.4,6.2
1723,5.8,6.2
1724,6.2,6.4
1725,6.2,6.8
1726,6.4,7.2
1727,6.8,7.2
1728,7.2,7.4
1729,7.2,7.8
1730,7.4,8.2
1731,7.8,8.2
1732,8.2,8.4
1733,8.2,8.8
1734,8.4,9.2
1735,8.8,9.2
1736,9.2,9.4
1737,9.2,9.8
1738,9.4,10.2
1739,9.8,10.2
1740,10.2,10.4
1741,10.2,10.8
1742,10.4,11.2
1743,10.8,11.2
1744,11.2,11.4
1745,11.2,11.8
1746,11.4,12.2
1747,11.8,12.2
1748,12.2,12.4
1749,12.2,12.8
1750,12.4,13.2
1751,12.8,13.2
1752,13.2,13.4
1753,13.2,13.8
1754,13.4,14.2
1755,13.8,14.2
1756,14.2,14.4
1757,14.2,14.8
1758,14.4,15.2
1759,14.8,15.2
1760,15.2,15.4
1761,15.2,15.8
1762,15.4,16.2
1763,15.8,16.2
1764,16.2,16.4
1765,16.2,16.8
1766,16.4,17.2
1767,16.8,17.2
1768,17.2,17.4
1769,17.2,17.8
1770,17.4,18.2
1771,17.8,18.2
1772,18.2,18.4
1773,18.2,18.8
1774,18.4,19.2
1775,18.8,19.2
1776,19.2,19.4
1777,19.2,19.8
1778,19.4,20.2
1779,19.8,20.2
1780,20.2,20.4
1781,20.2,20.8
1782,20.4,21.2
1783,20.8,21.2
1784,21.2,21.4
1785,21.2,21.8
1786,21.4,22.2
1787,21.8,22.2
1788,22.2,22.4
1789,22.2,22.8
1790,22.4,23.2
1791,22.8,23.2
1792,23.2,23.4
1793,23.2,23.8
1794,23.4,24.2
1795,23.8,24.2
1796,24.2,24.4
1797,24.2,24.8
1798,24.4,25.2
1799,24.8,25.2
1800,25.2,25.4
1801,25.2,25.8
1802,25.4,26.2
1803,25.8,26.2
1804,26.2,26.4
1805,26.2,26.8
1806,26.4,27.2
1807,26.8,27.2
1808,27.2,27.4
1809,27.2,27.8
1810,27.4,28.2
1811,27.8,28.2
1812,28.2,28.4
1813,28.2,28.8
1814,28.4,29.2
1815,28.8,29.2
1816,29.2,29.4
1817,29.2,29.8
1818,29.4,30.2
1819,29.8,30.2
1820,30.2,30.4
1821,30.2,30.8
1822,30.4,31.2
1823,30.8,31.2
1824,31.2,31.4
1825,31.2,31.8
1826,31.4,32.2
1827,31.8,32.2
1828,32.2,32.4
1829,32.2,32.8
1830,32.4,33.2
1831,32.8,33.2
1832,33.2,33.4
1833,33.2,33.8
1834,33.4,34.2
1835,33.8,34.2
1836,34.2,34.4
1837,34.2,34.8
1838,34.4,35.2
1839,34.8,35.2
1840,35.2,35.4
1841,35.2,35.8
1842,35.4,36.2
1843,35.8,36.2
1844,36.2,36.4
1845,36.2,36.8
1846,36.4,37.2
1847,36.8,37.2
1848,37.2,37.4
1849,37.2,37.8
1850,37.4,38.2
1851,37.8,38.2
1852,38.2,38.4
1853,38.2,38.8
1854,38.4,39.2
1855,38.8,39.2
1856,39.2,39.4
1857,39.2,39.8
1858,39.4,40.2
1859,39.8,40.2
1860,40.2,40.4
1861,40.2,40.8
1862,40.4,41.2
1863,40.8,41.2
1864,41.2,41.4
1865,41.2,41.8
1866,41.4,42.2
1867,41.8,42.2
1868,42.2,42.4
1869,42.2,42.8
1870,42.4,43.2
1871,42.8,43.2
1872,43.2,43.4
1873,43.2,43.8
1874,43.4,44.2
1875,43.8,44.2
1876,44.2,44.4
1877,44.2,44.8
1878,44.4,45.2
1879,44.8,45.2
1880,45.2,45.4
1881,45.2,45.8
1882,45.4,46.2
1883,45.8,46.2
1884,46.2,46.4
1885,46.2,46.8
1886,46.4,47.2
1887,46.8,47.2
1888,47.2,47.4
1889,47.2,47.8
1890,47.4,48.2
1891,47.8,48.2
1892,48.2,48.4
1903,0.8,1.2
1904,1.2,1.4
1905,1.2,1.8
1906,1.4,2.2
1907,1.8,2.2
1908,2.2,2.4
1909,2.2,2.8
1910,2.4,3.2
1911,2.8,3.2
1912,3.2,3.4
1913,3.2,3.8
1914,3.4,4.2
1915,3.8,4.2
1916,4.2,4.4
1917,4.2,4.8
1918,4.4,5.2
1919,4.8,5.2
1920,5.2,5.4
1921,5.2,5.8
1922,5.4,6.2
1923,5.8,6.2
1924,6.2,6.4
1925,6.2,6.8
1926,6.4,7.2
1927,6.8,7.2
1928,7.2,7.4
1929,7.2,7.8
1930,7.4,8.2
1931,7.8,8.2
1932,8.2,8.4
1933,8.2,8.8
1934,8.4,9.2
1935,8.8,9.2
1936,9.2,9.4
1937,9.2,9.8
1938,9.4,10.2
1939,9.8,10.2
1940,10.2,10.4
1941,10.2,10.8
1942,10.4,11.2
1943,10.8,11.2
1944,11.2,11.4
1945,11.2,11.8
1946,11.4,12.2
1947,11.8,12.2
1948,12.2,12.4
1949,12.2,12.8
1950,12.4,13.2
1951,12.8,13.2
1952,13.2,13.4
1953,13.2,13.8
1954,13.4,14.2
1955,13.8,14.2
1956,14.2,14.4
1957,14.2,14.8
1958,14.4,15.2
1959,14.8,15.2
1960,15.2,15.4
1961,15.2,15.8
1962,15.4,16.2
1963,15.8,16.2
1964,16.2,16.4
1965,16.2,16.8
1966,16.4,17.2
1967,16.8,17.2
1968,17.2,17.4
1969,17.2,17.8
1970,17.4,18.2
1971,17.8,18.2
1972,18.2,18.4
1973,18.2,18.8
1974,18.4,19.2
1975,18.8,19.2
1976,19.2,19.4
1977,19.2,19.8
1978,19.4,20.2
1979,19.8,20.2
1980,20.2,20.4
1981,20.2,20.8
1982,20.4,21.2
1983,20.8,21.2
1984,21.2,21.4
1985,21.2,21.8
1986,21.4,22.2
1987,21.8,22.2
1988,22.2,22.4
1989,22.2,22.8
1990,22.4,23.2
1991,22.8,23.2
1992,23.2,23.4
1993,23.2,23.8
1994,23.4,24.2
1995,23.8,24.2
1996,24.2,24.4
1997,24.2,24.8
1998,24.4,25.2
1999,24.8,25.2
2000,25.2,25.4
2001,25.2,25.8
2002,25.4,26.2
2003,25.8,26.2
2004,26.2,26.4
2005,26.2,26.8
2006,26.4,27.2
2007,26.8,27.2
2008,27.2,27.4
2009,27.2,27.8
2010,27.4,28.2
2011,27.8,28.2
2012,28.2,28.4
2013,28.2,28.8
2014,28.4,29.2
2015,28.8,29.2
2016,29.2,29.4
2017,29.2,29.8
2018,29.4,30.2
2019,29.8,30.2
2020,30.2,30.4
2021,30.2,30.8
2022,30.4,31.2
2023,30.8,31.2
2024,31.2,31.4
2025,31.2,31.8
2026,31.4,32.2
2027,31.8,32.2
2028,32.2,32.4
2029,32.2,32.8
2030,32.4,33.2
2031,32.8,33.2
2032,33.2,33.4
2033,33.2,33.8
2034,33.4,34.2
2035,33.8,34.2
2036,34.2,34.4
2037,34.2,34.8
2038,34.4,35.2
2039,34.8,35.2
2040,35.2,35.4
2041,35.2,35.8
2042,35.4,36.2
2043,35.8,36.2
2044,36.2,36.4
2045,36.2,36.8
2046,36.4,37.2
2047,36.8,37.2
2048,37.2,37.4
2049,37.2,37.8
2050,37.4,38.2
2051,37.8,38.2
2052,38.2,38.4
2053,38.2,38.8
2054,38.4,39.2
2055,38.8,39.2
2056,39.2,39.4
2057,39.2,39.8
2058,39.4,40.2
2059,39.8,40.2
2060,40.2,40.4
2061,40.2,40.8
2062,40.4,41.2
2063,40.8,41.2
2064,41.2,41.4
2065,41.2,41.8
2066,41.4,42.2
2067,41.8,42.2
2068,42.2,42.4
2069,42.2,42.8
2070,42.4,43.2
2071,42.8,43.2
2072,43.2,43.4
2073,43.2,43.8
2074,43.4,44.2
2075,43.8,44.2
2076,44.2,44.4
2077,44.2,44.8
2078,44.4,45.2
2079,44.8,45.2
2080,45.2,45.4
2081,45.2,45.8
2082,45.4,46.2
2083,45.8,46.2
2084,46.2,46.4
2085,46.2,46.8
2086,46.4,47.2
2087,46.8,47.2
2088,47.2,47.4
2089,47.2,47.8
2090,47.4,48.2
2091,47.8,48.2
2092,48.2,48.4
2103,0.8,1.2
2104,1.2,1.4
2105,1.2,1.8
2106,1.4,2.2
2107,1.8,2.2
2108,2.2,2.4
2109,2.2,2.8
2110,2.4,3.2
2111,2.8,3.2
2112,3.2,3.4
2113,3.2,3.8
2114,3.4,4.2
2115,3.8,4.2
2116,4.2,4.4
2117,4.2,4.8
2118,4.4,5.2
2119,4.8,5.2
2120,5.2,5.4
2121,5.2,5.8
2122,5.4,6.2
2123,5.8,6.2
2124,6.2,6.4
2125,6.2,6.8
2126,6.4,7.2
2127,6.8,7.2
2128,7.2,7.4
2129,7.2,7.8
2130,7.4,8.2
2131,7.8,8.2
2132,8.2,8.4
2133,8.2,8.8
2134,8.4,9.2
2135,8.8,9.2
2136,9.2,9.4
2137,9.2,9.8
2138,9.4,10.2
2139,9.8,10.2
2140,10.2,10.4
2141,10.2,10.8
2142,10.4,11.2
2143,10.8,11.2
2144,11.2,11.4
2145,11.2,11.8
2146,11.4,12.2
2147,11.8,12.2
2148,12.2,12.4
2149,12.2,12.8
2150,12.4,13.2
2151,12.8,13.2
2152,13.2,13.4
2153,13.2,13.8
2154,13.4,14.2
2155,13.8,14.2
2156,14.2,14.4
2157,14.2,14.8
2158,14.4,15.2
2159,14.8,15.2
2160,15.2,15.4
2161,15.2,15.8
2162,15.4,16.2
2163,15.8,16.2
2164,16.2,16.4
2165,16.2,16.8
2166,16.4,17.2
2167,16.8,17.2
2168,17.2,17.4
2169,17.2,17.8
2170,17.4,18.2
2171,17.8,18.2
2172,18.2,18.4
2173,18.2,18.8
2174,18.4,19.2
2175,18.8,19.2
2176,19.2,19.4
2177,19.2,19.8
2178,19.4,20.2
2179,19.8,20.2
2180,20.2,20.4
2181,20.2,20.8
2182,20.4,21.2
2183,20.8,21.2
2184,21.2,21.4
2185,21.2,21.8
2186,21.4,22.2
2187,21.8,22.2
2188,22.2,22.4
2189,22.2,22.8
2190,22.4,23.2
2191,22.8,23.2
2192,23.2,23.4
2193,23.2,23.8
2194,23.4,24.2
2195,23.8,24.2
2196,24.2,24.4
2197,24.2,24.8
2198,24.4,25.2
2199,24.8,25.2
2200,25.2,25.4
2201,25.2,25.8
2202,25.4,26.2
2203,25.8,26.2
2204,26.2,26.4
2205,26.2,26.8
2206,26.4,27.2
2207,26.8,27.2
2208,27.2,27.4
2209,27.2,27.8
2210,27.4,28.2
2211,27.8,28.2
2212,28.2,28.4
2213,28.2,28.8
2214,28.4,29.2
2215,28.8,29.2
2216,29.2,29.4
2217,29.2,29.8
2218,29.4,30.2
2219,29.8,30.2
2220,30.2,30.4
2221,30.2,30.8
2222,30.4,31.2
2223,30.8,31.2
2224,31.2,31.4
2225,31.2,31.8
2226,31.4,32.2
2227,31.8,32.2
2228,32.2,32.4
2229,32.2,32.8
2230,32.4,33.2
2231,32.8,33.2
2232,33.2,33.4
2233,33.2,33.8
2234,33.4,34.2
2235,33.8,34.2
2236,34.2,34.4
2237,34.2,34.8
2238,34.4,35.2
2239,34.8,35.2
2240,35.2,35.4
2241,35.2,35.8
2242,35.4,36.2
2243,35.8,36.2
2244,36.2,36.4
2245,36.2,36.8
2246,36.4,37.2
2247,36.8,37.2
2248,37.2,37.4
2249,37.2,37.8
2250,37.4,38.2
2251,37.8,38.2
2252,38.2,38.4
2253,38.2,38.8
2254,38.4,39.2
2255,38.8,39.2
2256,39.2,39.4
2257,39.2,39.8
2258,39.4,40.2
2259,39.8,40.2
2260,40.2,40.4
2261,40.2,40.8
2262,40.4,41.2
2263,40.8,41.2
2264,41.2,41.4
2265,41.2,41.8
2266,41.4,42.2
2267,41.8,42.2
2268,42.2,42.4
2269,42.2,42.8
2270,42.4,43.2
2271,42.8,43.2
2272,43.2,43.4
2273,43.2,43.8
2274,43.4,44.2
2275,43.8,44.2
2276,44.2,44.4
2277,44.2,44.8
2278,44.4,45.2
2279,44.8,45.2
2280,45.2,45.4
2281,45.2,45.8
2282,45.4,46.2
2283,45.8,46.2
2284,46.2,46.4
2285,46.2,46.8
2286,46.4,47.2
2287,46.8,47.2
2288,47.2,47.4
2289,47.2,47.8
2290,47.4,48.2
2291,47.8,48.2
2292,48.2,48.4
2303,0.8,1.2
2304,1.2,1.4
2305,1.2,1.8
2306,1.4,2.2
2307,1.8,2.2
2308,2.2,2.4
2309,2.2,2.8
2310,2.4,3.2
2311,2.8,3.2
2312,3.2,3.4
2313,3.2,3.8
2314,3.4,4.2
2315,3.8,4.2
2316,4.2,4.4
2317,4.2,4.8
2318,4.4,5.2
2319,4.8,5.2
2320,5.2,5.4
2321,5.2,5.8
2322,5.4,6.2
2323,5.8,6.2
2324,6.2,6.4
2325,6.2,6.8
2326,6.4,7.2
2327,6.8,7.2
2328,7.2,7.4
2329,7.2,7.8
2330,7.4,8.2
2331,7.8,8.2
2332,8.2,8.4
2333,8.2,8.8
2334,8.4,9.2
2335,8.8,9.2
2336,9.2,9.4
2337,9.2,9.8
2338,9.4,10.2
2339,9.8,10.2
2340,10.2,10.4
2341,10.2,10.8
2342,10.4,11.2
2343,10.8,11.2
2344,11.2,11.4
2345,11.2,11.8
2346,11.4,12.2
2347,11.8,12.2
2348,12.2,12.4
2349,12.2,12.8
2350,12.4,13.2
2351,12.8,13.2
2352,13.2,13.4
2353,13.2,13.8
2354,13.4,14.2
2355,13.8,14.2
2356,14.2,14.4
2357,14.2,14.8
2358,14.4,15.2
2359,14.8,15.2
2360,15.2,15.4
2361,15.2,15.8
2362,15.4,16.2
2363,15.8,16.2
2364,16.2,16.4
2365,16.2,16.8
2366,16.4,17.2
2367,16.8,17.2
2368,17.2,17.4
2369,17.2,17.8
2370,17.4,18.2
2371,17.8,18.2
2372,18.2,18.4
2373,18.2,18.8
2374,18.4,19.2
2375,18.8,19.2
2376,19.2,19.4
2377,19.2,19.8
2378,19.4,20.2
2379,19.8,20.2
2380,20.2,20.4
2381,20.2,20.8
2382,20.4,21.2
2383,20.8,21.2
2384,21.2,21.4
2385,21.2,21.8
2386,21.4,22.2
2387,21.8,22.2
2388,22.2,22.4
2389,22.2,22.8
2390,22.4,23.2
2391,22.8,23.2
2392,23.2,23.4
2393,23.2,23.8
2394,23.4,24.2
2395,23.8,24.2
2396,24.2,24.4
2397,24.2,24.8
2398,24.4,25.2
2399,24.8,25.2
2400,25.2,25.4
2401,25.2,25.8
2402,25.4,26.2
2403,25.8,26.2
2404,26.2,26.4
2405,26.2,26.8
2406,26.4,27.2
2407,26.8,27.2
2408,27.2,27.4
2409,27.2,27.8
2410,27.4,28.2
2411,27.8,28.2
2412,28.2,28.4
2413,28.2,28.8
2414,28.4,29.2
2415,28.8,29.2
2416,29.2,29.4
2417,29.2,29.8
2418,29.4,30.2
2419,29.8,30.2
2420,30.2,30.4
2421,30.2,30.8
2422,30.4,31.2
2423,30.8,31.2
2424,31.2,31.4
2425,31.2,31.8
2426,31.4,32.2
2427,31.8,32.2
2428,32.2,32.4
2429,32.2,32.8
2430,32.4,33.2
2431,32.8,33.2
2432,33.2,33.4
2433,33.2,33.8
2434,33.4,34.2
2435,33.8,34.2
2436,34.2,34.4
2437,34.2,34.8
2438,34.4,35.2
2439,34.8,35.2
2440,35.2,35.4
2441,35.2,35.8
2442,35.4,36.2
2443,35.8,36.2
2444,36.2,36.4
2445,36.2,36.8
2446,36.4,37.2
2447,36.8,37.2
2448,37.2,37.4
2449,37.2,37.8
2450,37.4,38.2
2451,37.8,38.2
2452,38.2,38.4
2453,38.2,38.8
2454,38.4,39.2
2455,38.8,39.2
2456,39.2,39.4
2457,39.2,39.8
2458,39.4,40.2
2459,39.8,40.2
2460,40.2,40.4
2461,40.2,40.8
2462,40.4,41.2
2463,40.8,41.2
2464,41.2,41.4
2465,41.2,41.8
2466,41.4,42.2
2467,41.8,42.2
2468,42.2,42.4
2469,42.2,42.8
2470,42.4,43.2
2471,42.8,43.2
2472,43.2,43.4
2473,43.2,43.8
2474,43.4,44.2
2475,43.8,44.2
2476,44.2,44.4
2477,44.2,44.8
2478,44.4,45.2
2479,44.8,45.2
2480,45.2,45.4
2481,45.2,45.8
2482,45.4,46.2
2483,45.8,46.2
2484,46.2,46.4
2485,46.2,46.8
2486,46.4,47.2
2487,46.8,47.2
2488,47.2,47.4
2489,47.2,47.8
2490,47.4,48.2
2491,47.8,48.2
2492,48.2,48.4
2503,0.8,1.2
2504,1.2,1.4
2505,1.2,1.8
2506,1.4,2.2
2507,1.8,2.2
2508,2.2,2.4
2509,2.2,2.8
2510,2.4,3.2
2511,2.8,3.2
2512,3.2,3.4
2513,3.2,3.8
2514,3.4,4.2
2515,3.8,4.2
2516,4.2,4.4
2517,4.2,4.8
2518,4.4,5.2
2519,4.8,5.2
2520,5.2,5.4
2521,5.2,5.8
2522,5.4,6.2
2523,5.8,6.2
2524,6.2,6.4
2525,6.2,6.8
2526,6.4,7.2
2527,6.8,7.2
2528,7.2,7.4
2529,7.2,7.8
2530,7.4,8.2
2531,7.8,8.2
2532,8.2,8.4
2533,8.2,8.8
2534,8.4,9.2
2535,8.8,9.2
2536,9.2,9.4
2537,9.2,9.8
2538,9.4,10.2
2539,9.8,10.2
2540,10.2,10.4
2541,10.2,10.8
2542,10.4,11.2
2543,10.8,11.2
2544,11.2,11.4
2545,11.2,11.8
2546,11.4,12.2
2547,11.8,12.2
2548,12.2,12.4
2549,12.2,12.8
2550,12.4,13.2
2551,12.8,13.2
2552,13.2,13.4
2553,13.2,13.8
2554,13.4,14.2
2555,13.8,14.2
2556,14.2,14.4
2557,14.2,14.8
2558,14.4,15.2
2559,14.8,15.2
2560,15.2,15.4
2561,15.2,15.8
2562,15.4,16.2
2563,15.8,16.2
2564,16.2,16.4
2565,16.2,16.8
2566,16.4,17.2
2567,16.8,17.2
2568,17.2,17.4
2569,17.2,17.8
2570,17.4,18.2
2571,17.8,18.2
2572,18.2,18.4
2573,18.2,18.8
2574,18.4,19.2
2575,18.8,19.2
2576,19.2,19.4
2577,19.2,19.8
2578,19.4,20.2
2579,19.8,20.2
2580,20.2,20.4
2581,20.2,20.8
2582,20.4,21.2
2583,20.8,21.2
2584,21.2,21.4
2585,21.2,21.8
2586,21.4,22.2
2587,21.8,22.2
2588,22.2,22.4
2589,22.2,22.8
2590,22.4,23.2
2591,22.8,23.2
2592,23.2,23.4
2593,23.2,23.8
2594,23.4,24.2
2595,23.8,24.2
2596,24.2,24.4
2597,24.2,24.8
2598,24.4,25.2
2599,24.8,25.2
2600,25.2,25.4
2601,25.2,25.8
2602,25.4,26.2
2603,25.8,26.2
2604,26.2,26.4
2605,26.2,26.8
2606,26.4,27.2
2607,26.8,27.2
2608,27.2,27.4
2609,27.2,27.8
2610,27.4,28.2
2611,27.8,28.2
2612,28.2,28.4
2613,28.2,28.8
2614,28.4,29.2
2615,28.8,29.2
2616,29.2,29.4
2617,29.2,29.8
2618,29.4,30.2
2619,29.8,30.2
2620,30.2,30.4
2621,30.2,30.8
2622,30.4,31.2
2623,30.8,31.2
2624,31.2,31.4
2625,31.2,31.8
2626,31.4,32.2
2627,31.8,32.2
2628,32.2,32.4
2629,32.2,32.8
2630,32.4,33.2
2631,32.8,33.2
2632,33.2,33.4
2633,33.2,33.8
2634,33.4,34.2
2635,33.8,34.2
2636,34.2,34.4
2637,34.2,34.8
2638,34.4,35.2
2639,34.8,35.2
2640,35.2,35.4
2641,35.2,35.8
2642,35.4,36.2
2643,35.8,36.2
2644,36.2,36.4
2645,36.2,36.8
2646,36.4,37.2
2647,36.8,37.2
2648,37.2,37.4
2649,37.2,37.8
2650,37.4,38.2
2651,37.8,38.2
2652,38.2,38.4
2653,38.2,38.8
2654,38.4,39.2
2655,38.8,39.2
2656,39.2,39.4
2657,39.2,39.8
2658,39.4,40.2
2659,39.8,40.2
2660,40.2,40.4
2661,40.2,40.8
2662,40.4,41.2
2663,40.8,41.2
2664,41.2,41.4
2665,41.2,41.8
2666,41.4,42.2
2667,41.8,42.2
2668,42.2,42.4
2669,42.2,42.8
2670,42.4,43.2
2671,42.8,43.2
2672,43.2,43.4
2673,43.2,43.8
2674,43.4,44.2
2675,43.8,44.2
2676,44.2,44.4
2677,44.2,44.8
2678,44.4,45.2
2679,44.8,45.2
2680,45.2,45.4
2681,45.2,45.8
2682,45.4,46.2
2683,45.8,46.2
2684,46.2,46.4
2685,46.2,46.8
2686,46.4,47.2
2687,46.8,47.2
2688,47.2,47.4
2689,47.2,47.8
2690,47.4,48.2
2691,47.8,48.2
2692,48.2,48.4
2703,0.8,1.2
2704,1.2,1.4
2705,1.2,1.8
2706,1.4,2.2
2707,1.8,2.2
2708,2.2,2.4
2709,2.2,2.8
2710,2.4,3.2
2711,2.8,3.2
2712,3.2,3.4
2713,3.2,3.8
2714,3.4,4.2
2715,3.8,4.2
2716,4.2,4.4
2717,4.2,4.8
2718,4.4,5.2
2719,4.8,5.2
2720,5.2,5.4
2721,5.2,5.8
2722,5.4,6.2
2723,5.8,6.2
2724,6.2,6.4
2725,6.2,6.8
2726,6.4,7.2
2727,6.8,7.2
2728,7.2,7.4
2729,7.2,7.8
2730,7.4,8.2
2731,7.8,8.2
2732,8.2,8.4
2733,8.2,8.8
2734,8.4,9.2
2735,8.8,9.2
2736,9.2,9.4
2737,9.2,9.8
2738,9.4,10.2
2739,9.8,10.2
2740,10.2,10.4
2741,10.2,10.8
2742,10.4,11.2
2743,10.8,11.2
2744,11.2,11.4
2745,11.2,11.8
2746,11.4,12.2
2747,11.8,12.2
2748,12.2,12.4
2749,12.2,12.8
2750,12.4,13.2
2751,12.8,13.2
2752,13.2,13.4
2753,13.2,13.8
2754,13.4,14.2
2755,13.8,14.2
2756,14.2,14.4
2757,14.2,14.8
2758,14.4,15.2
2759,14.8,15.2
2760,15.2,15.4
2761,15.2,15.8
2762,15.4,16.2
2763,15.8,16.2
2764,16.2,16.4
2765,16.2,16.8
2766,16.4,17.2
